,dataset,recommended_clf
92,758_analcatdata_election2000,gaussian_nb
93,714_fruitfly,random_forest
94,1528_volcanoes-a2,linear_discriminant
95,814_chscase_vine2,random_forest
96,1499_seeds,linear_discriminant
97,838_fri_c4_500_25,gradient_boosting
98,736_visualizing_environmental,logistic_regression
99,925_visualizing_galaxy,logistic_regression
100,875_analcatdata_chlamydia,gaussian_nb
101,987_collins,decision_tree
102,918_fri_c4_250_50,gradient_boosting
103,951_arsenic-male-lung,random_forest
104,1560_cardiotocography,gaussian_nb
105,724_analcatdata_vineyard,decision_tree
106,946_visualizing_ethanol,kneighbors
107,891_sleuth_case1202,gaussian_nb
108,41007_jungle_chess_2pcs_endgame_lion_lion,decision_tree
109,737_space_ga,random_forest
110,740_fri_c3_1000_10,gradient_boosting
111,920_fri_c2_500_50,gradient_boosting
112,1557_abalone,gradient_boosting
113,895_chscase_geyser1,linear_discriminant
114,40_sonar,random_forest
115,750_pm10,random_forest
116,475_analcatdata_germangss,svm
117,336_SPECT,kneighbors
118,828_fri_c4_100_100,gradient_boosting
119,1020_mfeat-karhunen,kneighbors
120,1460_banana,svm
121,732_fri_c0_250_50,linear_discriminant
122,764_analcatdata_apnea3,linear_discriminant
123,862_sleuth_ex2016,gaussian_nb
124,22_mfeat-zernike,kneighbors
125,906_chscase_census5,svm
126,1466_cardiotocography,gradient_boosting
127,774_disclosure_x_bias,logistic_regression
128,40671_ecoli,random_forest
129,717_rmftsa_ladata,gradient_boosting
130,1520_robot-failures-lp5,random_forest
131,1530_volcanoes-a4,gaussian_nb
132,40983_wilt,gradient_boosting
133,54_vehicle,linear_discriminant
134,1055_cm1_req,linear_discriminant
135,1489_phoneme,random_forest
136,775_fri_c2_100_25,random_forest
137,1061_ar4,gaussian_nb
138,834_fri_c4_250_100,gradient_boosting
139,817_diggle_table_a1,logistic_regression
140,800_pyrim,gradient_boosting
141,938_sleuth_ex1221,random_forest
142,31_credit-g,gaussian_nb
143,788_triazines,gradient_boosting
144,40660_analcatdata_fraud,random_forest
145,1167_pc1_req,linear_discriminant
146,40690_threeOf9,gradient_boosting
147,298_coil2000,gaussian_nb
148,41000_jungle_chess_2pcs_endgame_panther_elephant,decision_tree
149,40900_Satellite,logistic_regression
150,1512_heart-long-beach,random_forest
151,866_fri_c2_1000_50,gradient_boosting
152,785_wind_correlations,gradient_boosting
153,1519_robot-failures-lp4,gaussian_nb
154,759_analcatdata_olympic2000,gradient_boosting
155,40474_thyroid-allbp,linear_discriminant
156,1496_ringnorm,gaussian_nb
157,927_hutsof99_child_witness,random_forest
158,804_hutsof99_logis,gaussian_nb
159,971_mfeat-fourier,kneighbors
160,773_fri_c0_250_25,gaussian_nb
161,1049_pc4,gradient_boosting
162,28_optdigits,kneighbors
163,446_prnn_crabs,linear_discriminant
164,763_fri_c0_250_10,gradient_boosting
165,1100_PopularKids,gradient_boosting
166,463_backache,gradient_boosting
167,827_disclosure_x_noise,svm
168,761_cpu_act,gradient_boosting
169,748_analcatdata_wildcat,random_forest
170,790_elusage,svm
171,762_fri_c2_100_10,random_forest
172,1490_planning-relax,svm
173,459_analcatdata_asbestos,logistic_regression
174,1498_sa-heart,logistic_regression
175,36_segment,random_forest
176,917_fri_c1_1000_25,gradient_boosting
177,997_balance-scale,linear_discriminant
178,792_fri_c2_500_5,gradient_boosting
179,40999_jungle_chess_2pcs_endgame_elephant_elephant,gradient_boosting
180,768_fri_c3_100_25,gradient_boosting
181,1508_user-knowledge,linear_discriminant
182,921_analcatdata_seropositive,random_forest
183,1600_SPECTF,gaussian_nb
184,845_fri_c0_1000_10,gradient_boosting
185,801_chscase_funds,logistic_regression
186,1073_jEdit_4.0_4.2,gradient_boosting
187,1473_fertility,gradient_boosting
188,849_fri_c0_1000_25,gradient_boosting
189,974_hayes-roth,svm
190,1025_analcatdata_germangss,gradient_boosting
191,859_analcatdata_gviolence,gradient_boosting
192,48_tae,random_forest
193,973_wine,linear_discriminant
194,1462_banknote-authentication,kneighbors
195,789_fri_c1_100_10,gradient_boosting
196,377_synthetic_control,random_forest
197,472_lupus,decision_tree
198,749_fri_c3_500_5,random_forest
199,40496_LED-display-domain-7digit,logistic_regression
200,769_fri_c1_250_50,gradient_boosting
201,793_fri_c3_250_10,gradient_boosting
202,767_analcatdata_apnea1,gradient_boosting
203,731_baskball,logistic_regression
204,1115_teachingAssistant,gradient_boosting
205,812_fri_c1_100_25,gradient_boosting
206,4153_Smartphone-Based_Recognition_of_Human_Activities,random_forest
207,1006_lymph,decision_tree
208,908_chscase_census3,svm
209,1507_twonorm,gaussian_nb
210,941_lowbwt,linear_discriminant
211,1066_kc1-binary,random_forest
212,40701_churn,gradient_boosting
213,742_fri_c4_500_100,gradient_boosting
214,1524_vertebra-column,logistic_regression
215,1504_steel-plates-fault,gradient_boosting
216,14_mfeat-fourier,kneighbors
217,807_kin8nm,svm
218,1523_vertebra-column,random_forest
219,41082_USPS,kneighbors
220,979_waveform-5000,svm
221,913_fri_c2_1000_10,gradient_boosting
222,830_fri_c2_250_10,random_forest
223,346_aids,gradient_boosting
224,1559_breast-tissue,gradient_boosting
225,733_machine_cpu,gaussian_nb
226,719_veteran,random_forest
227,43_haberman,kneighbors
228,40677_led24,linear_discriminant
229,909_chscase_census2,svm
230,726_fri_c2_100_5,svm
231,682_sleuth_ex2016,logistic_regression
232,978_mfeat-factors,linear_discriminant
233,1564_dbworld-subjects,random_forest
234,818_diggle_table_a2,decision_tree
235,685_visualizing_livestock,kneighbors
236,1548_autoUniv-au4-2500,gradient_boosting
237,889_fri_c0_100_25,logistic_regression
238,50_tic-tac-toe,linear_discriminant
239,873_fri_c3_250_50,gradient_boosting
240,868_fri_c4_100_25,gradient_boosting
241,964_pasture,random_forest
242,1009_white-clover,kneighbors
243,40680_mofn-3-7-10,linear_discriminant
244,782_rabe_266,kneighbors
245,795_disclosure_x_tampered,linear_discriminant
246,1511_wholesale-customers,random_forest
247,40994_climate-model-simulation-crashes,linear_discriminant
248,468_confidence,gaussian_nb
249,40678_led7,logistic_regression
250,1527_volcanoes-a1,random_forest
251,1054_mc2,gaussian_nb
252,1556_acute-inflammations,svm
253,40646_GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,gradient_boosting
254,983_cmc,gradient_boosting
255,312_scene,logistic_regression
256,806_fri_c3_1000_50,gradient_boosting
257,829_fri_c1_100_5,svm
258,1516_robot-failures-lp1,gaussian_nb
259,879_fri_c2_500_25,gradient_boosting
260,949_arsenic-female-bladder,random_forest
261,783_fri_c3_100_10,gradient_boosting
262,1004_synthetic_control,random_forest
263,44_spambase,random_forest
264,860_vinnie,decision_tree
265,922_fri_c2_100_50,random_forest
266,867_visualizing_livestock,random_forest
267,1487_ozone-level-8hr,gaussian_nb
268,40669_corral,random_forest
269,746_fri_c1_250_25,gradient_boosting
270,339_pasture,gaussian_nb
271,980_optdigits,kneighbors
272,1506_thoracic-surgery,gradient_boosting
273,1121_badges2,gaussian_nb
274,1547_autoUniv-au1-1000,gradient_boosting
275,40700_cars1,gradient_boosting
276,815_chscase_vine1,gradient_boosting
277,40713_dis,decision_tree
278,4538_GesturePhaseSegmentationProcessed,random_forest
279,970_analcatdata_authorship,linear_discriminant
280,1005_glass,random_forest
281,885_transplant,kneighbors
282,958_segment,random_forest
283,1510_wdbc,random_forest
284,40704_Titanic,kneighbors
285,713_vineyard,random_forest
286,799_fri_c0_1000_5,svm
287,40982_steel-plates-fault,gradient_boosting
288,716_fri_c3_100_50,gradient_boosting
289,936_fri_c3_500_10,random_forest
290,1479_hill-valley,logistic_regression
291,1021_page-blocks,random_forest
292,741_rmftsa_sleepdata,svm
293,679_rmftsa_sleepdata,random_forest
294,1056_mc1,decision_tree
295,772_quake,svm
296,1465_breast-tissue,gaussian_nb
297,988_fl2000,decision_tree
298,23499_breast-cancer-dropped-missing-attributes-values,random_forest
299,886_no2,gradient_boosting
300,40709_analcatdata_happiness,kneighbors
301,1016_vowel,random_forest
302,1529_volcanoes-a3,gaussian_nb
303,942_chscase_health,linear_discriminant
304,805_fri_c4_500_50,gradient_boosting
305,40670_dna,gradient_boosting
306,40984_segment,gradient_boosting
307,863_fri_c4_250_10,gradient_boosting
308,955_tae,decision_tree
309,765_analcatdata_apnea2,linear_discriminant
310,851_tecator,logistic_regression
311,294_satellite_image,random_forest
312,900_chscase_census6,gaussian_nb
313,40682_thyroid-new,gaussian_nb
314,965_zoo,decision_tree
315,896_fri_c3_500_25,gradient_boosting
316,945_kidney,random_forest
317,747_servo,gaussian_nb
318,820_chatfield_4,logistic_regression
319,40497_thyroid-ann,decision_tree
320,1012_flags,logistic_regression
321,884_fri_c0_500_5,random_forest
322,926_fri_c0_500_25,gradient_boosting
323,943_fri_c0_500_10,random_forest
324,787_witmer_census_1980,gradient_boosting
325,824_fri_c1_500_10,random_forest
326,694_diggle_table_a2,decision_tree
327,1497_wall-robot-navigation,gradient_boosting
328,1014_analcatdata_dmft,gaussian_nb
329,962_mfeat-morphological,gaussian_nb
330,903_fri_c2_1000_25,gradient_boosting
331,850_fri_c0_100_50,random_forest
332,931_disclosure_z,gaussian_nb
333,60_waveform-5000,logistic_regression
334,1071_mw1,gaussian_nb
335,728_analcatdata_supreme,random_forest
336,837_fri_c1_1000_50,gradient_boosting
337,841_stock,random_forest
338,892_sleuth_case1201,gaussian_nb
339,915_plasma_retinol,random_forest
340,754_fri_c0_100_5,gaussian_nb
341,1549_autoUniv-au6-750,gradient_boosting
342,53_heart-statlog,random_forest
343,718_fri_c4_1000_100,gradient_boosting
344,780_rabe_265,logistic_regression
345,1463_blogger,random_forest
346,991_car,gradient_boosting
347,937_fri_c3_500_50,gradient_boosting
348,1554_autoUniv-au7-500,random_forest
349,40663_calendarDOW,gradient_boosting
350,1494_qsar-biodeg,logistic_regression
351,1552_autoUniv-au7-1100,random_forest
352,30_page-blocks,random_forest
353,469_analcatdata_dmft,logistic_regression
354,1555_autoUniv-au6-1000,decision_tree
355,1028_SWD,gaussian_nb
356,40687_solar-flare,gradient_boosting
357,479_analcatdata_cyyoung9302,linear_discriminant
358,444_analcatdata_boxing2,linear_discriminant
359,40707_allbp,gradient_boosting
360,40702_solar-flare,gaussian_nb
361,59_ionosphere,random_forest
362,730_fri_c1_250_5,random_forest
363,12_mfeat-factors,linear_discriminant
364,40691_wine-quality-red,random_forest
365,855_fri_c4_500_10,gradient_boosting
366,1495_qualitative-bankruptcy,linear_discriminant
367,745_auto_price,random_forest
368,870_fri_c1_500_5,gradient_boosting
369,3_kr-vs-kp,decision_tree
370,720_abalone,gradient_boosting
371,869_fri_c2_500_10,gradient_boosting
372,40710_cleve,random_forest
373,41005_jungle_chess_2pcs_endgame_rat_rat,gradient_boosting
374,40705_tokyo1,random_forest
375,41004_jungle_chess_2pcs_endgame_lion_elephant,decision_tree
376,1535_volcanoes-b5,gaussian_nb
377,1467_climate-model-simulation-crashes,gaussian_nb
378,723_fri_c4_1000_25,gradient_boosting
379,847_wind,gradient_boosting
380,40665_clean1,linear_discriminant
381,1030_ERA,random_forest
382,1455_acute-inflammations,random_forest
383,1464_blood-transfusion-service-center,gradient_boosting
384,874_rabe_131,random_forest
385,857_bolts,kneighbors
386,766_fri_c1_500_50,gradient_boosting
387,338_grub-damage,kneighbors
388,907_chscase_census4,svm
389,826_sensory,gradient_boosting
390,1553_autoUniv-au7-700,gradient_boosting
