@relation aux
@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute class {'1','2'}
@data
1.161963,0.856874,-0.431488,-1.702041,-0.185077,'1'
0.75307,1.417733,0.087973,-0.054534,0.036151,'1'
0.531136,0.083874,0.107801,-0.240297,0.135793,'1'
1.322362,0.174557,-1.474751,-1.243871,-1.38856,'1'
-0.890727,-1.528781,-1.068233,-1.010222,-0.914425,'1'
1.715427,1.003046,0.329194,-1.056703,0.402627,'1'
-0.220847,0.305203,-0.621209,-1.436973,-0.749894,'1'
-0.853005,-1.459369,-1.177969,-1.090313,-0.546565,'1'
0.186883,-0.113392,0.626637,1.422634,0.387529,'2'
0.338436,-0.025025,-0.668811,-1.175036,-1.140378,'1'
0.48301,0.329364,-0.497954,-1.679399,-0.532705,'1'
-1.819662,-1.56478,-0.685597,1.422998,-0.679098,'2'
0.914053,1.102206,0.317756,0.250873,0.189529,'1'
-0.808841,-0.083702,0.230931,0.160675,-0.136197,'2'
-0.399362,-0.834535,-1.168842,-1.185517,-0.787418,'2'
-0.446113,-1.158143,-0.583721,0.147553,-0.962842,'2'
1.591785,0.989695,1.289506,0.564229,1.539353,'2'
-0.69673,-0.49748,0.116723,0.603594,-0.495752,'2'
0.970287,1.694759,2.279268,1.020332,2.36416,'2'
-1.425857,-1.225293,-0.641017,1.108696,-0.89652,'2'
-0.460906,-0.192745,-1.377226,-1.573758,-0.906369,'2'
-0.129433,0.005299,-0.759071,-0.80616,-0.948111,'2'
-0.572764,-1.328276,-1.226929,0.000806,-1.238808,'2'
0.400652,0.405682,0.613394,0.224314,0.638278,'1'
0.471624,-0.273053,0.509841,0.576946,0.400112,'2'
0.837199,1.003608,-0.26722,-0.684382,0.116314,'1'
0.961003,1.464998,-0.133838,-1.237831,0.288729,'1'
0.947382,1.533142,0.794923,0.082164,0.805923,'1'
-0.112131,-1.020824,-1.066719,-0.051791,-0.81461,'2'
0.19563,0.273751,-0.51613,0.210433,-0.59977,'1'
0.65696,0.639307,0.020131,-0.225393,-0.139696,'1'
-1.593052,-1.558296,-0.547992,0.960446,-1.035256,'1'
1.618165,1.429927,1.025583,0.115835,1.577927,'2'
1.033381,1.573442,-0.344751,-1.004221,-0.458314,'1'
-1.916512,-1.455585,-0.97914,-0.452565,-0.721587,'1'
-0.093691,-0.132291,-0.96323,-1.301728,-1.143675,'2'
-0.800065,-0.509121,-0.199279,0.624017,-0.487781,'2'
-0.481892,-1.131445,-0.693126,-1.093394,-0.225281,'2'
1.52499,1.328792,-0.463627,-0.408625,-0.058586,'2'
0.292401,0.153017,-0.699724,-1.409758,-0.392774,'1'
-0.032814,0.042759,1.25733,1.090397,0.649904,'2'
-0.243266,-0.417644,-0.214392,-0.318012,-0.297779,'2'
0.1646,-0.066025,0.906587,1.468801,0.669212,'2'
0.428593,-0.237592,-0.37608,0.176126,-0.55835,'2'
-1.410135,-1.205497,-0.875196,-1.308164,-0.653393,'1'
-1.66616,-1.125522,-0.579688,0.254503,-0.495298,'2'
0.236973,0.23506,-0.154819,-0.224434,-0.337543,'1'
0.088042,1.020159,-1.075091,-1.526049,-0.686179,'1'
-0.255517,0.374477,0.300612,-0.129177,-0.088178,'1'
-0.785522,-1.607083,-0.859993,1.694991,-1.000409,'2'
1.03743,0.729795,0.556231,-0.409176,0.76381,'1'
-0.174416,-0.096763,-0.782041,-0.470941,-0.505674,'2'
0.759112,0.31163,0.48985,0.132806,0.718035,'1'
0.879683,1.335785,-0.944746,-1.472187,-1.052204,'1'
1.249268,0.471639,1.783123,1.690966,1.805731,'1'
-1.23042,-1.330723,-0.96456,-0.386146,-0.581755,'2'
-0.667792,-0.353862,-0.037353,0.091397,-0.094206,'2'
-0.224666,-0.072878,-0.828996,-0.608013,-0.648948,'2'
0.786626,1.305801,0.997003,0.129836,0.794871,'1'
-0.32286,-0.208317,0.034401,-1.168449,-0.530124,'2'
0.883472,1.105798,-0.757663,-0.885079,-0.360614,'1'
0.285578,0.292136,0.060357,0.481828,-0.182111,'1'
0.768559,0.839524,0.373568,-0.604546,0.687879,'1'
-0.468791,0.135137,0.220617,0.188113,-0.410067,'2'
0.885268,0.209488,-0.291638,-0.644576,-0.516998,'1'
1.4434,1.074425,2.513283,1.66937,3.32407,'2'
1.729482,1.410805,1.738399,1.330751,2.562255,'2'
-0.298128,-0.319789,0.053911,-0.720921,-0.306444,'2'
1.869819,1.672375,0.054885,-0.484337,0.79999,'2'
0.785753,1.140064,1.976954,1.297799,1.933905,'1'
-0.161901,-0.860916,-0.176118,0.663778,-0.291457,'2'
-0.891697,-1.073369,-0.93773,-1.583679,-0.437077,'1'
0.437493,0.184957,1.223971,1.456137,0.799886,'2'
-0.606195,-1.359838,-0.98551,-1.145886,-1.034381,'1'
0.448462,0.978455,0.784698,-0.652625,0.610213,'1'
-0.883521,-0.660024,-0.405341,-1.033956,-0.632774,'2'
0.996879,0.544174,1.075051,0.928081,1.181935,'1'
1.257884,0.779039,0.542028,-0.126679,1.030101,'1'
-0.787216,-0.322298,0.30654,0.272115,-0.55105,'2'
0.375381,0.254722,0.39555,0.381134,0.228337,'1'
-0.417936,-0.484282,-0.354695,-0.879631,-0.420456,'2'
-1.566235,-1.148098,-0.076631,0.619836,-0.850692,'1'
-0.433714,-0.913807,-0.819299,0.293146,-0.83584,'2'
2.065451,1.16765,1.304706,-0.058834,1.970977,'2'
-1.194512,-0.734505,-0.470435,-0.23415,-0.422008,'2'
-1.212998,-0.756349,-0.688219,-0.640718,-0.714684,'2'
-1.276975,-0.890265,-1.099163,-1.101762,-0.870515,'1'
-0.490499,-0.1813,0.821829,0.252642,0.097856,'2'
0.778206,1.271762,1.692411,0.243828,1.505173,'1'
-1.753732,-1.717679,0.198614,1.415491,-0.8048,'1'
-1.04236,-0.289212,-1.096673,-1.723184,-0.704403,'2'
-1.081136,-1.763959,-1.275823,-0.264269,-0.971503,'1'
0.606619,0.262673,0.19511,-0.020812,0.065048,'1'
-1.362046,-1.111098,-0.268858,0.819015,-0.682398,'2'
1.012569,1.446859,0.137756,-0.885111,0.46899,'1'
-0.486997,0.124889,-0.907753,-1.189921,-0.758414,'2'
0.199779,-0.134955,-0.510854,0.675692,-0.402397,'2'
1.232966,1.576468,-0.313097,-0.347417,-0.168846,'2'
-1.273145,-0.786642,-1.414418,-1.179974,-1.084334,'2'
-0.215738,-0.419932,-1.399597,-0.624914,-1.082437,'2'
-0.003852,0.212575,1.309466,1.248868,0.850843,'2'
-0.761539,-0.781412,-0.389531,0.305836,-0.889007,'2'
-0.681072,-0.910424,-1.195455,1.478638,-1.015445,'2'
0.208822,-0.427884,-0.166589,0.540596,-0.396693,'2'
-0.887116,-1.35126,-1.463727,-1.416347,-1.215397,'1'
0.328068,1.318228,-0.580983,-1.129422,-0.6496,'1'
-1.615544,-1.26051,-0.507853,-0.42984,-0.814484,'1'
0.600282,-0.302574,-0.437352,-1.637029,-0.392908,'1'
-0.491839,-0.494814,0.3348,0.469073,-0.447892,'2'
1.586683,1.472671,0.981149,0.007702,1.466199,'2'
-0.846827,-0.269485,0.809854,0.880815,-0.103476,'2'
-0.746188,-1.442798,-0.501049,-1.317024,-0.568442,'1'
-1.334806,-0.747978,-1.072594,-0.225675,-0.664107,'2'
1.767733,1.435429,0.123705,-0.695949,0.967821,'2'
0.292967,0.275832,1.04631,1.263411,0.881803,'2'
1.867697,1.098832,-0.671498,-1.562181,-0.550759,'1'
-1.167239,-1.477985,-1.378124,-1.140958,-1.08513,'1'
-0.966594,-1.155663,-0.562795,-1.034509,-0.55901,'1'
-0.639832,-1.215695,-0.90017,1.06508,-1.060431,'2'
0.879838,1.714764,2.264768,1.59708,2.018629,'2'
-1.626814,-1.449258,-1.298438,-1.474814,-0.713157,'1'
0.699973,0.840799,0.289003,0.695528,0.41816,'1'
0.805293,0.846715,0.13798,-0.466982,0.3711,'1'
0.642217,0.374534,0.697942,0.617137,0.49424,'1'
-0.132853,-0.534531,0.185604,1.532473,-0.029721,'2'
0.291457,-0.121424,-0.920074,-0.87748,-0.734709,'2'
-0.128022,-0.381506,-1.096297,-0.735737,-0.745633,'2'
-0.789499,-0.251273,-0.233098,-0.608876,-0.239392,'2'
-0.170423,0.116346,0.975415,1.572675,0.30511,'2'
-2.116817,-1.618867,-1.013426,-0.165775,-0.483648,'1'
1.238317,0.780417,1.808759,1.579442,1.922393,'1'
0.669237,1.105586,-0.502883,-0.719183,-0.129428,'1'
-1.032658,-0.52898,-0.383968,0.529188,-0.788147,'2'
2.076243,1.721082,0.01867,-0.456992,0.244081,'2'
-1.673344,-1.473715,-0.512324,-0.471053,-0.525772,'1'
-0.146677,-0.409802,0.724942,1.445994,0.400625,'2'
-0.625979,0.315057,0.581041,0.745545,0.349065,'2'
-1.642407,-1.649494,-1.382153,1.117496,-0.998935,'2'
-0.363439,-0.417779,-0.826027,-0.641741,-0.787471,'2'
-2.286097,-1.567267,-1.110157,-1.704718,-0.753818,'1'
1.736757,1.106683,0.05778,-0.889169,0.372192,'1'
-0.585037,-1.085817,-0.572556,0.28632,-0.838453,'2'
1.357463,0.979005,1.108456,0.756184,1.559019,'1'
0.830549,0.307471,-0.111374,-0.35823,-0.246039,'1'
-1.687443,-1.364202,-1.970692,0.416252,-0.460452,'2'
0.54763,1.120243,0.134002,-0.535313,0.155322,'1'
0.454534,-0.426212,0.522355,1.691678,0.754797,'2'
-0.350016,-0.182022,0.825035,1.165973,0.371565,'2'
1.45763,0.977693,0.421502,-0.22372,0.893765,'1'
-1.498302,-0.718624,-1.11217,-1.47351,-0.958907,'1'
-0.087683,0.20952,0.884467,0.277901,0.222149,'2'
0.66188,0.905257,-1.056438,-0.896184,-0.658617,'1'
0.587497,-0.085886,-0.088064,-1.700675,0.250541,'1'
1.825104,1.435791,-0.776236,-1.430675,-0.660126,'2'
0.754523,0.038378,-0.665981,0.198039,-0.712695,'1'
0.951656,1.240533,1.532905,0.804722,1.843716,'1'
-1.624294,-1.376818,-0.508684,-0.699509,-0.793568,'1'
1.516798,1.093559,0.070549,0.248661,0.526633,'1'
0.932437,1.225233,-0.567964,-0.667429,-0.532423,'1'
-1.444334,-1.57464,-0.353502,1.716588,-0.772458,'2'
-0.897835,-1.453932,-0.860263,-1.393314,-0.827845,'1'
0.042978,-0.566321,-0.244555,0.698347,0.15588,'2'
-0.576905,-1.129729,-1.166824,-1.16057,-1.068999,'2'
0.085836,0.150849,-0.369276,-0.935199,-0.641353,'1'
-0.432696,-0.317592,-0.291132,-0.385018,-0.612347,'2'
-0.631116,-0.670299,-0.372301,1.544933,-0.528266,'2'
1.914295,1.184046,1.087514,0.257727,2.069279,'2'
1.989798,1.59179,-0.527029,-0.84847,-0.36737,'2'
1.123531,1.357794,2.546093,1.648019,2.72857,'2'
2.240539,1.704736,1.092229,0.062209,1.701035,'2'
-0.446103,-1.02619,-1.00557,-1.622066,-0.84173,'1'
0.748184,1.29833,0.764652,0.294182,0.815022,'1'
1.076975,1.156209,2.14387,1.561701,2.232204,'2'
-2.14856,-1.42807,-0.563903,0.08727,-0.783636,'1'
0.410684,0.732152,1.344308,1.056844,0.923685,'1'
-1.146347,-0.906643,0.074534,0.986012,-0.912947,'2'
-0.301363,0.199867,-0.109122,-0.733059,-0.095329,'2'
0.492812,1.026931,0.701619,0.757462,0.501382,'1'
0.891822,1.475801,0.44046,-0.021495,0.003412,'1'
-1.50015,-0.901304,-0.682394,-0.168353,-0.77845,'1'
-0.586221,-1.082785,-0.949728,0.171177,-0.682198,'2'
-0.513267,-0.07542,-0.358942,-1.315252,-0.436069,'2'
-0.884844,-0.50923,-0.461558,-0.302496,-0.246067,'2'
1.72746,1.124373,1.522276,0.718212,1.929603,'2'
0.002981,0.052045,-0.471723,-1.07972,-0.454009,'1'
-0.062049,-0.708808,0.221197,1.349536,0.353889,'2'
1.042569,0.533479,-0.493048,-1.465427,-0.419136,'1'
-1.004915,-1.132397,-0.457958,0.21503,-0.329671,'2'
0.647125,0.253031,0.476929,0.446817,0.154358,'1'
-0.073678,0.548109,1.56343,0.902843,0.890009,'2'
0.324556,0.46587,-0.506779,-1.062271,-0.562025,'1'
0.129656,0.239607,1.810428,1.563979,1.232874,'2'
1.055991,1.543621,2.400148,1.660669,2.142328,'2'
1.476857,0.935387,1.616948,1.247376,2.091584,'2'
0.584042,0.305398,1.224621,1.163277,1.209802,'1'
0.625788,0.686063,0.986054,0.570334,0.981777,'1'
0.708888,1.535011,0.218054,-0.031302,0.108124,'1'
-1.314285,-0.909633,0.196497,0.704308,-0.246906,'2'
0.826049,0.337421,-0.651382,-0.881536,-0.658591,'1'
0.834492,0.492229,-0.155547,-1.210229,-0.111437,'1'
1.385626,1.281746,0.402096,0.259108,0.602005,'2'
-0.386586,0.080553,-0.438136,-1.663686,-0.464294,'2'
0.72426,0.136661,-0.106527,-0.625617,-0.186638,'1'
-0.101835,0.184716,-0.475943,0.040005,-0.553375,'2'
-0.812798,-0.937276,-0.439126,-1.396189,-0.929176,'1'
0.681773,0.601602,-1.601854,-1.119633,-1.046101,'1'
-0.463485,-0.620572,0.552661,1.484248,-0.151249,'2'
-0.054688,0.629823,0.433252,0.299705,-0.034263,'1'
0.688122,0.170035,-0.405884,-0.668193,-0.176214,'1'
2.333453,1.725952,-0.377621,-1.171398,0.098839,'1'
1.055574,0.63331,1.821568,1.35782,1.627546,'1'
0.351661,0.389707,-0.494664,-1.632076,-0.383174,'1'
-1.549819,-1.234076,-0.96206,-0.797118,-0.785716,'1'
-1.224722,-1.376606,-1.073706,1.281559,-1.264816,'2'
0.592963,1.497597,-0.137408,-0.546089,-0.256583,'1'
-1.169939,-1.288309,-0.848719,-1.710357,-1.040459,'1'
1.35586,1.464409,0.308252,-0.627309,0.540337,'2'
0.265855,0.260193,-0.677168,-1.322605,-0.901342,'1'
0.980351,0.616273,1.674883,1.56804,1.69726,'1'
1.281324,1.530763,1.375222,0.697567,1.78895,'2'
0.669833,1.183049,1.186416,0.820942,1.002349,'1'
-1.247202,-1.213346,-0.639987,-1.156169,-0.511821,'1'
-1.376086,-1.602903,-1.321198,-1.711432,-0.967383,'1'
-0.639721,-1.345469,0.206192,1.499322,-0.331941,'2'
0.26535,1.153444,2.392619,1.52295,1.851149,'1'
-0.875882,-0.834338,-0.078443,1.344731,-0.384286,'2'
-0.449265,0.036743,0.325347,-0.030814,-0.052027,'2'
0.101572,0.867026,-0.486886,-1.138304,-0.69058,'1'
0.135018,0.138628,-0.04773,-0.719145,0.229705,'2'
-1.276198,-1.379414,-1.205307,1.215663,-1.021754,'2'
1.434683,0.962942,1.123575,1.380573,1.774655,'2'
1.319629,0.655303,1.58511,0.179721,2.203604,'1'
-0.725395,-1.662954,-0.634464,0.38327,-1.112212,'1'
0.53876,1.125874,1.471281,0.515201,1.536517,'1'
-0.449058,-0.112804,-0.684061,-1.696066,-0.539929,'2'
0.327756,0.890005,-0.459306,-0.984258,-0.789286,'1'
-1.974809,-1.490574,-0.875143,0.405133,-0.786641,'1'
-0.596031,-0.775076,1.173954,0.373338,0.098611,'2'
-1.768399,-1.411201,-0.872511,-0.641164,-0.64976,'1'
0.104654,0.086871,-0.149766,0.019356,-0.440254,'2'
2.074076,1.702748,1.295579,-0.388702,2.288572,'2'
0.916109,0.539296,-0.363436,-0.330936,-0.145735,'1'
-1.006019,-0.816689,-1.192526,0.269254,-0.973438,'2'
1.387657,1.282959,1.880016,0.465823,2.263812,'2'
-0.949773,-1.145642,0.250527,0.968001,-0.470283,'2'
-0.425496,-0.512508,-1.03601,-1.264926,-0.611117,'2'
0.298882,0.853588,-0.829526,-1.639875,-0.417001,'1'
0.948627,0.192532,-0.114668,-0.556803,0.166079,'1'
1.082312,0.531506,-0.400924,-0.822764,-0.073986,'1'
0.06389,-0.39889,0.193115,1.690828,-0.151933,'2'
-0.033693,0.340466,0.810221,1.317978,0.352382,'2'
-0.133291,0.140524,-0.453608,-1.172567,-0.476342,'1'
-0.950764,-0.375104,-0.166878,0.794973,-0.417092,'2'
0.465685,0.109145,-1.745021,-1.589118,-1.33835,'1'
1.711716,1.580081,2.532674,1.314102,3.423289,'2'
-1.118294,-0.988663,-0.3722,-0.952206,-0.728384,'1'
-0.890877,-1.41763,-0.342721,1.264293,-0.930693,'2'
1.412883,1.408181,0.348772,-0.245171,0.428781,'2'
-1.94309,-1.663781,-0.535761,-1.467662,-0.717383,'1'
1.014557,1.336362,1.941759,0.741471,2.141153,'2'
1.644494,1.459781,1.336513,0.062728,2.114317,'2'
0.95682,0.365572,1.07543,0.324276,1.330001,'1'
-1.138015,-0.626784,0.336692,0.196273,-0.450994,'2'
0.828599,0.074926,-0.25905,0.363109,0.073862,'1'
-0.796992,-1.596244,-0.684392,1.071453,-0.86945,'2'
-0.713115,-0.132472,0.34578,1.055259,-0.387735,'2'
-0.83061,-1.369891,-1.169915,0.719244,-0.978793,'2'
0.619498,0.677026,0.086091,0.692816,0.239339,'1'
0.804905,0.866145,0.071602,-0.684596,0.146037,'1'
-0.083978,-0.410694,-0.582149,-0.754172,-0.778894,'2'
-0.815402,-1.524607,-1.014241,0.519654,-0.846044,'2'
-0.034914,-0.551391,-0.615498,-0.653533,-0.882889,'2'
0.129936,0.626938,0.969955,1.544804,0.809355,'1'
-0.467027,-0.500079,0.194989,1.354989,-0.168444,'2'
1.207337,1.338143,-0.609969,-1.501569,-0.641611,'1'
-0.184653,0.09778,-1.495892,-1.274331,-1.239256,'2'
1.273129,1.356248,2.61977,1.481174,3.13194,'2'
-1.460307,-0.899261,-0.873411,-1.523393,-0.729643,'1'
-0.4404,-0.46763,-0.707357,-0.218023,-0.659622,'2'
-1.424881,-1.530226,-0.688799,-1.669906,-0.889685,'1'
1.711747,1.326644,0.052987,-0.60214,0.454585,'2'
1.251684,1.113038,2.413577,1.584146,3.00485,'2'
0.367916,0.44662,0.550961,-0.000189,0.497512,'1'
0.0276,-0.670896,0.601891,1.190258,0.053418,'2'
1.136023,1.543634,-0.366353,-0.747879,-0.494554,'1'
-0.178848,-1.155585,-1.553665,0.07704,-0.936784,'2'
-1.748734,-1.710385,-0.634334,-0.507131,-0.472877,'1'
1.141035,1.021738,2.88064,1.42649,3.200913,'2'
1.165802,1.488488,1.801101,1.16363,2.121619,'2'
-2.160155,-1.480991,-0.816926,0.948171,-0.907955,'2'
1.175655,1.610292,2.978589,1.611221,3.537069,'2'
-1.149085,-1.434774,-0.644204,-0.81505,-0.657884,'1'
0.623667,0.686984,0.760035,1.241762,0.519128,'1'
-0.847351,-0.270593,-1.888007,-1.689658,-1.005375,'2'
0.257218,-0.583617,-0.798888,0.077737,-0.762979,'2'
0.451848,0.823508,0.094684,-0.5437,-0.053777,'1'
1.1082,0.362799,1.159885,1.137693,1.740829,'1'
-1.585749,-1.322985,-1.15591,-0.559781,-0.997663,'1'
0.854895,0.387066,0.577672,0.90679,0.623065,'1'
-1.320305,-1.453122,-0.734575,1.191914,-0.661826,'2'
1.296934,0.949538,1.406888,1.281054,1.870632,'1'
-0.185566,-0.79369,0.055847,-0.253147,0.109016,'2'
-0.696394,-0.032871,0.666033,0.871984,-0.039009,'2'
0.420498,-0.185793,0.213643,-0.079896,0.084988,'2'
-1.881989,-1.677875,-1.421416,-0.353281,-0.850711,'2'
1.409802,1.344264,0.459122,0.295974,0.684803,'2'
-1.000574,-1.195118,-0.330085,1.116162,-0.505389,'2'
0.822143,1.057149,0.911853,0.055586,0.873927,'1'
-1.058936,-1.415774,-1.292495,-0.930759,-0.955905,'1'
-0.409133,-0.644407,0.205551,0.043798,-0.221527,'2'
-1.103999,-1.290824,-0.839061,-0.267569,-0.969019,'1'
-1.140077,-1.154598,-0.407471,1.572392,-0.752096,'2'
0.501279,-0.038512,-0.827042,-1.377374,-0.377149,'1'
-0.548583,-0.361095,-0.940219,-1.333871,-0.608977,'2'
0.947798,1.612995,-0.445018,-1.344568,-0.32065,'1'
-0.05153,0.34163,0.724072,1.496916,0.401315,'2'
0.368979,0.658645,0.564843,0.788911,0.384542,'1'
-0.717416,-1.364754,-1.163019,0.687398,-0.98769,'2'
-0.720572,-1.126173,-0.368791,-0.251487,-0.455272,'2'
0.137386,-0.403255,0.391911,-0.303558,0.337403,'2'
-0.493352,0.001432,-0.145941,-1.289323,-0.247678,'2'
0.58583,1.305695,-0.167832,-1.221873,-0.198537,'1'
-0.152007,-0.367571,-1.3148,-1.297638,-1.250245,'2'
2.012766,1.692166,1.105987,0.434964,1.678728,'2'
-0.387795,-1.058447,0.168222,0.106649,-0.109482,'2'
-0.224862,-0.022195,0.573711,-1.015549,0.100313,'2'
0.410392,-0.725415,-1.06133,-1.351182,-0.858511,'2'
-1.797471,-1.759083,-0.375477,0.897472,-0.688557,'1'
1.49027,0.931177,0.312422,0.054371,0.899883,'1'
0.724678,0.202684,-0.412128,-1.553036,-0.281617,'1'
0.834955,1.578229,1.280594,0.398199,1.042964,'1'
-1.020196,-0.723204,-0.709554,0.612174,-0.485442,'2'
2.190656,1.497185,1.615082,0.764733,2.782876,'2'
1.798518,1.726533,2.750252,1.691488,4.036691,'2'
0.725043,1.064493,-0.273499,-0.911136,-0.21766,'1'
-0.145823,-0.69785,-0.636902,1.135863,-0.838722,'2'
0.658649,0.168047,1.756401,1.671002,1.47303,'2'
1.321471,1.073878,0.857864,0.019742,1.012315,'1'
-0.148543,-0.440506,-0.526355,-0.776493,-0.729313,'2'
1.799514,1.242786,1.191845,0.357886,1.693729,'2'
-1.1588,-1.243147,-0.985641,-0.556908,-0.766873,'1'
-1.413884,-0.937161,-0.2244,0.611885,-0.477502,'2'
-0.579061,-0.750402,-1.173535,-1.150592,-0.770199,'2'
-1.072086,-0.090265,-0.862167,-1.704146,-0.701363,'2'
1.121528,0.614917,0.898953,0.147249,1.288273,'1'
1.238212,1.392056,0.691981,-0.276318,0.95693,'1'
-0.245711,-0.4914,0.309761,0.85654,-0.050669,'2'
0.11422,0.031584,0.364619,-0.586883,0.06587,'2'
1.09535,0.521447,1.043577,0.285125,1.246746,'1'
-0.870936,-1.303251,-0.44623,0.570075,-0.307,'2'
1.604052,1.683981,1.943542,1.47758,2.636167,'2'
-0.539032,0.023785,0.678026,1.59572,0.316335,'2'
0.566613,-0.227988,0.108362,-0.160523,0.604719,'2'
-0.350718,0.296637,1.445621,1.237157,0.247267,'2'
-1.270128,-0.753226,-0.738358,-0.071363,-1.153612,'2'
0.381589,0.708782,0.164411,-0.09984,0.013491,'1'
0.580998,0.89056,0.666485,0.342043,0.703874,'1'
-0.516005,0.003514,-0.795302,-0.085039,-0.490274,'2'
0.202262,0.787293,1.765946,0.950313,1.358189,'1'
-0.125964,-0.922886,-0.010534,0.664343,-0.170232,'2'
-0.545143,-0.995709,-1.312211,-1.093065,-0.961233,'2'
0.45137,0.310656,0.967722,0.25225,0.700749,'1'
-1.561752,-1.140636,-1.226138,-1.51302,-0.597214,'1'
-0.301124,0.133754,0.154609,0.960574,-0.392207,'2'
0.100747,0.001276,1.193315,1.631814,0.905051,'2'
0.216402,-0.555935,-0.475295,-0.716892,-0.70651,'2'
1.14489,0.518322,1.733177,1.111512,1.6364,'1'
0.992349,0.353515,1.935256,1.594491,2.308343,'2'
0.128784,0.344282,1.31426,1.507292,0.554369,'2'
-0.363803,-0.390125,-0.849392,-1.053417,-0.360862,'2'
0.158723,0.728692,2.065877,1.480676,1.635323,'2'
0.98478,0.718222,1.469685,1.533455,1.490919,'1'
0.795111,0.34214,0.544198,0.825109,0.446448,'1'
-0.701881,-0.034755,0.17447,0.60072,-0.075638,'2'
-0.152738,-0.84472,0.164643,0.605649,0.021992,'2'
1.193831,0.74753,-0.410398,-1.064606,-0.087815,'1'
1.280778,1.661649,1.578028,0.41952,1.556685,'2'
0.162624,0.086272,-0.661797,0.076251,-0.57749,'2'
-0.548354,-1.764924,-0.60916,0.210199,-0.171562,'1'
-2.07991,-1.485691,-1.016112,1.214923,-1.043843,'2'
-0.342552,0.40637,-0.987552,-1.456961,-0.916788,'1'
-1.565036,-0.957015,-0.198228,0.517524,-0.521797,'2'
1.208197,0.204076,-0.2856,-0.113203,-0.580396,'1'
0.759848,0.810748,2.017662,1.41973,1.641011,'1'
1.033065,1.358744,1.597825,-0.11164,1.700543,'1'
-0.204129,-0.72223,-0.13334,-0.937475,-0.158701,'2'
-0.837135,-1.450159,-1.179474,1.308831,-0.853154,'2'
0.442138,0.960832,-1.743788,-1.543105,-1.841815,'1'
-0.609282,-1.679329,-1.471159,-0.656362,-0.965748,'1'
