@relation aux
@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute class {'1','2'}
@data
-1.020732,-0.877354,-0.979109,-1.302097,-0.585829,'2'
1.43343,1.708521,2.221538,1.097061,-0.114641,'2'
-0.916878,-0.270563,0.904543,1.068511,-1.019769,'2'
-1.589824,-1.385097,-0.850788,-0.615853,-1.190645,'1'
1.711277,1.219181,1.48513,0.557052,0.472953,'2'
-1.132257,-1.715491,-1.05983,-0.936846,1.515704,'2'
-0.014619,-0.055468,-0.065176,0.92223,-1.25549,'2'
0.753345,1.170776,0.984127,-0.282482,-0.869277,'1'
1.066205,1.655006,-0.667619,-0.449408,-0.648603,'1'
-0.551986,-0.374637,0.367571,0.86264,-1.15657,'2'
-1.017213,-0.303826,-0.100984,-0.15772,-0.902298,'2'
1.446353,1.111522,1.370488,0.200346,1.606257,'1'
0.929525,0.578752,-0.263503,-0.695416,-0.376954,'1'
-0.916517,-1.526209,-1.227884,1.682608,-1.02682,'2'
-0.059165,0.529429,-0.424694,-1.35205,0.360725,'1'
0.600972,0.891555,1.004506,0.980917,-0.224912,'1'
-0.252858,0.262002,1.306528,1.732198,0.585078,'2'
0.865882,0.326187,-0.14148,-0.44278,1.587881,'1'
-0.644064,0.408603,0.495327,-0.283983,1.388781,'2'
0.578487,0.524882,-1.137398,-1.598173,-1.594849,'1'
-0.733582,-0.436958,-0.799968,-0.003235,-1.15751,'2'
-1.46188,-1.40192,-1.077199,-1.094143,-0.861362,'1'
-0.502518,-0.259637,0.264161,0.545296,0.163784,'2'
-0.863734,0.128418,-1.06068,-0.982426,-1.312528,'2'
0.48671,0.643297,0.303734,-0.625312,-0.99988,'1'
0.797098,0.367531,1.262596,1.498012,0.4534,'1'
0.09579,0.524485,0.636117,0.129077,-0.895994,'1'
-0.240332,-0.512664,0.036696,0.821245,0.458471,'2'
-1.020603,-1.416985,-1.213288,-0.195409,-0.661065,'2'
2.074212,1.550159,1.446545,1.164721,1.57643,'2'
0.621264,0.058421,-0.038044,1.240282,-0.146121,'2'
1.420695,1.315721,0.356094,-0.089137,-1.215166,'1'
0.644297,-0.137598,-1.343734,-0.946645,0.236124,'2'
-0.074648,0.757692,1.440926,1.228998,-0.980178,'1'
-1.651016,-0.714278,-0.299058,0.020052,0.931901,'2'
0.614771,0.567442,1.671471,1.374618,1.009735,'1'
-0.953008,-0.252763,0.257822,1.390922,1.634564,'2'
-1.178647,-1.193599,-0.727142,-0.553278,-0.112644,'2'
0.766601,0.411405,-1.026519,-1.700907,0.973117,'1'
0.011211,-0.494947,-0.730576,-0.56563,0.380045,'2'
-1.43863,-1.541612,-0.950494,0.892559,-1.134855,'2'
1.584947,1.536793,0.767592,-0.278936,0.621983,'2'
-1.40413,-1.068319,-1.138009,-1.707007,-1.362651,'1'
-0.934172,-1.346763,-0.705661,-0.777886,-0.560765,'1'
1.750759,1.645802,1.633284,1.193781,0.310833,'2'
-1.824509,-1.639835,-1.771969,-1.094087,1.323933,'2'
0.118084,0.644549,0.931711,-0.205006,1.039161,'1'
0.081186,0.057131,-0.715227,-0.361507,1.114017,'2'
-0.681716,-0.883127,0.69951,1.557713,0.496927,'2'
0.518269,1.073507,1.407307,-0.52355,0.906866,'1'
-1.312005,-1.275454,-0.586408,0.462319,1.315055,'2'
1.745969,1.17866,1.704109,0.623562,-0.006226,'2'
-0.048722,0.366515,-1.162561,-1.54565,0.775796,'1'
-1.063805,-0.596182,-1.359605,-0.291948,1.379752,'2'
0.833764,1.260606,-0.367623,-0.91288,-0.888843,'1'
1.220582,0.963105,-1.426456,-1.661662,-1.533067,'1'
1.779059,1.613467,0.304454,-0.507827,0.136319,'2'
-0.535087,-0.650613,-0.82163,-1.074574,-0.986874,'2'
1.125414,1.107914,1.492219,0.918127,-0.10187,'1'
-1.583348,-1.332239,-0.567524,-1.5842,0.522292,'1'
-0.603262,-0.587338,-0.077565,-0.991244,-0.66688,'2'
0.845747,1.37909,0.063507,-1.084106,0.354418,'1'
-1.087236,-0.873971,-1.968478,-1.448969,1.213104,'2'
-0.43383,-0.855763,-0.354918,-1.524103,-0.668688,'1'
0.129517,-0.487234,0.635707,1.654461,-1.060111,'2'
-0.529822,-0.646859,0.535248,-0.21893,0.752414,'2'
-0.388746,0.097465,0.105443,0.379859,0.492525,'2'
1.23535,1.03577,-0.032676,-0.491838,1.171791,'1'
0.755481,1.170777,1.990924,0.955567,1.486268,'1'
-2.164607,-1.477763,-1.309861,-1.042848,-0.929797,'1'
-0.243602,-0.394595,0.642967,0.253647,0.399949,'2'
0.738733,0.162672,-0.64972,-1.580537,-0.392644,'1'
-0.490575,-0.371667,-0.094137,0.481476,0.719278,'2'
-0.838208,-1.312485,-0.008727,1.237076,-0.570535,'2'
0.726111,0.818519,1.336927,1.340551,-0.706916,'1'
-0.46213,-1.086168,-0.259473,-0.522648,1.073086,'2'
-0.385427,-0.049365,-0.632185,-0.313472,0.490091,'2'
-1.731738,-1.257485,-1.188879,0.964501,-0.286154,'2'
0.757853,0.442742,0.431959,0.313919,-0.025309,'1'
0.543527,-0.095192,-1.184321,-0.727207,-1.185629,'2'
0.544038,1.145991,0.500297,0.420675,-0.048988,'1'
-1.142897,-1.465771,-1.167024,-1.3701,0.412928,'2'
-1.274195,-0.664778,-0.772454,0.793512,0.094332,'2'
0.603292,0.516399,1.527726,1.699164,1.540372,'1'
-1.94515,-1.570985,-0.98746,0.931529,1.204357,'2'
0.992551,1.547284,1.566971,0.732844,-1.459908,'1'
0.311104,0.982017,0.466804,0.124294,-0.101882,'1'
0.217344,0.500142,-0.854158,-1.457381,-1.152708,'1'
1.545185,1.16158,-0.894261,-1.100165,0.264826,'2'
-0.661681,-1.440216,-0.954411,0.606267,0.588171,'2'
1.846622,1.283976,0.939719,0.288201,1.511068,'2'
-1.151809,-1.012468,-0.985093,1.361579,1.359961,'2'
-0.817527,-1.267552,-1.237266,-1.642384,-0.361591,'2'
0.691014,0.749015,0.274438,-0.155761,-0.211979,'1'
0.193939,0.562925,-0.660872,-1.303929,-1.296651,'1'
0.252382,0.36915,0.237695,0.492625,0.538179,'1'
1.278359,0.576048,0.174748,-0.808124,0.049797,'1'
-1.722849,-1.497418,-1.555492,-0.700262,-1.45563,'2'
0.817389,0.737426,0.932929,0.966027,1.491358,'1'
-0.040021,-0.337998,-0.56898,-0.999557,-0.473686,'2'
0.148921,0.594373,-1.094607,-1.214081,-0.983488,'1'
-0.980165,-0.241925,0.332135,0.396146,-0.10976,'2'
0.431881,1.197482,0.079758,-0.772425,-0.980795,'1'
0.852647,0.51722,-0.247622,-0.260491,-0.564714,'1'
0.315046,0.732497,0.167281,-0.553869,1.514363,'1'
1.759038,1.182237,1.828016,1.233125,-1.063773,'2'
-1.264626,-1.419184,-0.561343,0.193562,0.130358,'2'
-1.356159,-0.430007,-1.016508,-1.499988,-0.895565,'2'
0.799347,1.673419,1.017072,-0.196426,1.673919,'1'
0.503179,1.375624,1.603228,1.362611,-0.89729,'1'
-1.869901,-1.201342,-1.258205,-1.463359,-0.367411,'1'
-0.141034,-0.14453,-0.55352,-0.05804,1.568975,'2'
-1.097585,-1.520872,-1.547205,-0.457732,-0.996732,'2'
1.079693,0.13702,0.497959,0.987092,0.258863,'1'
0.539777,0.326292,0.267585,-1.12569,-1.715731,'1'
-0.321213,-0.894926,-1.112851,-0.929035,0.923795,'2'
-0.302838,0.033255,1.340424,1.24093,-0.294261,'2'
1.850488,1.127578,-1.66394,-1.321663,-0.501656,'2'
0.427508,0.975936,-1.328264,-1.619019,0.114011,'1'
-0.371035,-1.172743,-0.882336,-1.421651,0.330091,'2'
-0.368319,-0.428356,-0.234366,0.645868,-1.232586,'2'
-0.084576,-0.911072,0.170361,1.353273,-1.519529,'2'
-0.415942,-0.412491,-0.799493,-0.259752,1.604406,'2'
0.22543,-0.098917,0.245513,1.35869,-1.672394,'2'
0.654899,0.398379,0.393697,0.711464,-1.595296,'1'
0.189062,0.00336,-0.665116,-0.919218,-1.67561,'1'
0.116178,-0.667953,-1.061085,-1.462194,0.616459,'2'
1.552784,1.496031,1.927906,1.368927,-0.128151,'2'
-0.328892,-0.805516,-0.840179,-1.392039,0.700549,'2'
0.627072,-0.013662,-0.845841,0.225557,-1.512047,'1'
-1.345184,-1.304747,-0.64554,0.294158,0.437559,'2'
-0.904957,-0.159508,-0.24655,0.359707,1.08218,'2'
0.906507,0.562703,-0.062881,0.036208,-1.708627,'1'
-1.53191,-1.569685,-1.245774,-1.645007,-1.231595,'1'
-0.903887,-1.547096,-1.349674,-0.567018,1.323703,'2'
1.324232,1.243162,2.00101,1.015373,-0.474407,'2'
0.296834,-0.20552,-1.298328,-1.501958,0.379844,'2'
0.403011,0.082783,-1.408248,-1.454417,0.098467,'2'
-2.280191,-1.652697,-0.634866,0.319132,-0.910006,'1'
1.852002,1.479043,2.529147,1.202096,-0.148189,'2'
1.865354,1.492191,-0.000413,-1.164332,1.116648,'2'
0.398402,0.91458,0.486249,-0.258002,-1.594752,'1'
0.514715,0.1341,0.829296,1.448937,1.364769,'2'
-0.736462,-0.721118,-0.126119,0.805946,0.68337,'2'
0.878614,1.532027,-0.031737,-0.9763,1.720986,'1'
-1.347211,-1.31711,-0.896411,1.162533,-0.988278,'2'
0.687967,1.347398,0.0882,-0.747299,1.048782,'1'
-0.3544,-1.092324,-0.320848,0.296472,-0.787665,'2'
-0.355043,-1.163954,-1.059238,-0.763321,1.711724,'2'
-1.509074,-1.16338,-1.023057,1.011564,0.140965,'2'
1.19256,1.514661,1.77536,0.718976,-1.324748,'2'
-0.141149,0.694774,1.087095,1.675013,-1.028453,'1'
1.753833,0.828439,1.410552,1.463674,0.18642,'1'
-1.508843,-1.274228,-0.734681,-0.038466,-0.673568,'2'
-0.518093,-0.230326,1.452652,1.434681,0.49408,'2'
-1.62503,-1.663118,-0.583943,1.300695,1.569491,'2'
0.601297,0.944807,2.247342,0.846704,1.426517,'1'
-1.859247,-1.640325,-1.375978,0.017781,0.212002,'2'
-0.229736,0.392542,1.745337,0.951699,1.017479,'2'
-0.47211,-0.473964,0.182268,-0.149151,-0.434379,'2'
-1.399686,-1.315536,-0.275404,-0.514333,0.115862,'2'
-1.201398,-1.170601,-0.692874,-0.509617,-1.459318,'1'
-0.584969,-1.017876,-0.52639,-1.334259,0.894673,'2'
-0.725638,-0.597436,0.193313,1.740572,-0.493694,'2'
-2.001288,-1.553944,-0.750279,0.320272,-0.282369,'2'
-0.608838,-0.918181,-0.360383,1.604822,-0.923724,'2'
0.750038,0.654844,0.559984,0.847422,-1.184864,'1'
0.118533,-0.506208,0.001549,0.643789,0.47319,'2'
-1.851192,-1.522287,-1.39948,-1.609634,1.569082,'2'
-0.447789,-1.467981,-0.220247,0.516703,0.26997,'2'
-1.047294,-0.903168,-0.798941,0.353568,-1.331382,'2'
-0.186485,-0.209939,-1.094673,-1.337094,1.223098,'2'
-1.495995,-1.716981,-1.253114,-0.11574,1.564743,'2'
-0.431991,-0.474868,-0.350034,0.804039,-0.039835,'2'
1.093668,0.575745,0.485806,0.163798,-0.540122,'1'
-0.665184,-1.142691,-0.079993,-0.331455,-0.487738,'2'
1.727069,1.476902,-0.262971,-0.850088,0.813846,'2'
-0.82596,-0.356523,-0.583204,-1.526501,-1.366768,'2'
-0.358073,-0.774108,-0.926389,-0.859952,-1.697824,'2'
1.474141,1.46965,2.427226,1.275249,1.602186,'2'
2.177294,1.461657,1.504784,0.717636,-0.064849,'2'
0.477795,0.396731,-0.758938,-1.148425,-1.406866,'1'
-0.360104,-1.078698,-0.37841,0.640593,-0.391977,'2'
0.930539,0.881997,0.750272,0.263621,1.454153,'1'
1.339947,1.613871,-0.308884,-1.332117,1.553729,'2'
1.017977,1.23485,0.427454,0.013033,1.616254,'1'
0.190112,0.979305,-0.658092,-1.214937,-1.424456,'1'
-1.778705,-1.652241,-0.941837,1.805092,0.163934,'2'
0.193003,0.605826,0.907238,1.287319,0.785407,'1'
-0.475504,-0.510184,0.450408,1.59363,-0.620268,'2'
-2.252749,-1.616755,-1.0802,-0.653263,1.088521,'1'
0.772938,0.853891,2.503491,0.783608,-0.696046,'1'
0.245436,0.073303,1.682506,1.12117,-1.498091,'2'
0.222324,0.962618,0.473002,-0.111986,1.458388,'1'
1.044766,0.658638,-0.162541,-0.144236,1.690577,'1'
0.197555,0.525801,0.728072,0.520812,-1.028124,'1'
0.132832,0.073126,0.332941,-0.602492,-0.064114,'1'
0.202358,-0.491209,0.657849,1.45891,-0.507761,'2'
-1.197941,-1.24546,-0.946217,-1.321408,0.772511,'2'
-1.518689,-1.669384,-1.469078,-0.184139,-1.414186,'2'
-1.199287,-0.505262,0.275995,1.062686,-0.643609,'2'
-0.46845,-0.026252,-0.429246,-0.63743,-1.715809,'2'
-0.573757,0.253756,-0.871614,-1.266276,-0.556142,'2'
0.746543,1.644658,1.061138,0.245014,0.83513,'1'
-0.783663,-1.211951,-0.274803,1.723012,-1.579805,'2'
-0.966071,-0.804744,-0.681568,-1.427863,1.432474,'2'
1.332856,1.606018,3.094141,1.279763,0.804073,'2'
1.295654,1.261669,1.231879,0.48291,0.037478,'1'
-1.268839,-1.298995,-0.548929,-1.052864,-0.7285,'1'
-0.470618,-0.093879,0.346607,1.010486,-1.303941,'2'
-0.097739,-0.349214,-0.538786,-0.205144,0.608453,'2'
-2.047401,-1.569353,-0.797513,-0.362478,-1.184985,'1'
1.416121,1.678004,1.93382,1.276568,0.952604,'2'
0.484306,0.427783,-0.135807,-0.989398,0.436331,'1'
1.137952,0.247845,-0.83139,-0.709749,1.142088,'1'
0.100407,-0.118174,0.433852,0.783045,-1.495663,'2'
0.096231,0.493171,1.182056,0.372149,1.024802,'1'
-0.120693,-0.129082,0.75792,1.238902,-1.376576,'2'
-0.565013,-1.452321,-1.119461,0.71186,1.166605,'2'
-0.743527,-1.08792,-0.570191,0.868873,0.782929,'2'
0.075022,-0.728358,0.288025,1.374599,1.468112,'2'
1.58542,1.682111,2.875597,1.384665,-0.055924,'2'
0.859556,0.860578,0.932575,0.059637,0.637449,'1'
-1.15856,-0.973788,0.277411,-1.629127,0.780775,'1'
-1.288817,-1.479886,-1.225648,0.73417,-1.110394,'2'
0.566413,1.319072,-1.023843,-1.351951,-0.417085,'1'
0.322737,0.884226,2.480601,1.203905,-0.532344,'1'
-1.333118,-1.367249,-0.346823,1.726861,0.954395,'2'
1.442962,1.194764,1.42254,1.089159,0.907586,'2'
-0.310333,0.469464,0.783918,-0.039551,1.642597,'2'
-0.568818,-1.008262,-1.118866,-1.362681,1.022367,'2'
-0.288648,0.041236,-0.762685,-1.691559,1.030256,'2'
-1.460805,-1.705017,-0.804638,0.585509,0.630556,'2'
1.543445,1.154367,1.627764,0.711243,0.691721,'2'
0.684352,0.968086,-1.343483,-1.610253,1.547626,'1'
1.479989,1.114742,2.673813,1.515163,-0.691537,'2'
1.752765,1.478358,0.591161,0.109704,-0.995012,'2'
-1.213719,-1.066544,-0.08107,1.644031,0.699289,'2'
2.13534,1.452688,2.909211,1.650062,-0.651612,'2'
-1.078512,-0.41451,-0.668765,-1.050315,-1.348979,'2'
1.797818,1.673281,0.710846,-0.242338,0.810978,'2'
0.152848,0.562146,-1.332684,-1.642119,-0.323813,'1'
0.78956,0.452569,0.088443,-0.54526,1.548294,'1'
-1.860406,-1.362796,-0.86236,-1.634746,-1.451616,'1'
0.107512,1.267728,-0.653255,-1.356494,0.48156,'1'
-0.806075,0.030055,-0.038148,-0.87301,0.377209,'2'
1.008767,1.179428,-0.57847,-1.485094,0.980972,'1'
0.339493,-0.22246,0.135902,0.515798,1.080429,'2'
-1.601505,-1.085498,-1.37558,-0.581671,0.329474,'2'
0.055458,0.406892,1.166799,1.499674,0.207808,'2'
1.080293,1.079302,1.076017,0.934054,1.056304,'1'
-1.17757,-0.840052,-0.79304,0.003932,1.229622,'2'
-0.630975,-1.077623,-0.933757,-0.793425,-0.428961,'2'
-0.003864,0.364465,-0.440574,-1.014916,1.268797,'1'
0.799335,1.548061,1.637989,0.96846,0.908498,'1'
-0.613703,0.003023,-0.765978,-0.465163,-0.178912,'2'
-1.09828,-1.396873,-0.418037,1.311739,1.007587,'2'
-0.708662,-0.318169,-0.966423,-1.429434,-1.364106,'2'
-0.502281,0.316452,-0.703527,-1.350829,-0.974156,'2'
0.012322,-0.482796,-0.947961,-1.131608,-1.079327,'2'
-0.338241,-0.026538,-0.870895,-0.472404,-1.044068,'2'
0.4988,1.051958,1.598039,0.577819,-0.46702,'1'
0.164449,0.31354,-0.033301,0.314855,-1.230203,'1'
1.091026,1.183513,0.000589,-0.195795,0.287924,'1'
-1.444423,-1.537212,-1.425344,1.740524,0.132612,'2'
-0.268174,0.06921,-0.631539,0.516738,-0.352052,'2'
-1.072286,-0.228548,0.64832,0.875651,0.274382,'2'
1.581612,1.433947,-1.160948,-1.445946,1.023481,'2'
0.456124,-0.341224,0.903062,0.953991,-0.3811,'2'
1.057312,0.383194,0.98315,0.942823,-0.078554,'1'
0.78833,0.881046,-0.324648,-1.455697,-1.391368,'1'
1.326657,0.837312,-1.079257,-1.466771,0.588491,'1'
1.182405,1.084366,0.458548,-0.171913,-0.918378,'1'
0.668588,-0.058933,-0.32695,0.676129,-0.589995,'2'
-1.040617,-0.486576,0.576183,1.166276,-0.583061,'2'
-0.851792,-0.417134,-1.008519,-1.579737,1.434157,'2'
0.61347,-0.21784,0.440948,1.132301,0.748512,'2'
-0.492007,-1.204778,-1.295978,-1.483493,1.137217,'2'
-0.638561,0.162626,0.280772,-1.280026,-1.548589,'1'
0.747997,1.644,2.234439,0.760838,-0.126104,'1'
0.892587,1.219928,0.771535,0.645234,0.665393,'1'
0.927482,1.10109,1.468409,0.866651,-0.239753,'1'
1.443842,1.295156,2.315664,1.624229,1.38809,'2'
1.739701,1.566215,0.124092,-0.428722,1.336739,'2'
0.203179,-0.533549,-0.954416,-1.037964,-1.500097,'2'
0.318247,0.423414,0.881234,-0.081518,-1.258194,'1'
0.829234,1.159372,0.289371,-0.365873,-1.362546,'1'
0.617154,0.661503,0.813143,0.282875,0.368707,'1'
0.728015,0.740233,0.0401,-0.556971,1.359027,'1'
-0.258303,-0.738529,-0.529528,0.041628,0.605569,'2'
-0.178204,-0.336253,0.508181,0.713739,-0.553176,'2'
1.707555,1.685442,-0.498016,-1.036704,-0.593023,'2'
-0.029758,0.731232,0.935451,1.552258,-1.225443,'1'
0.042958,0.223228,0.215142,-0.208335,-0.379966,'1'
-0.994276,-0.948203,-0.511567,0.318702,0.56777,'2'
-0.564083,-0.858129,-1.110213,0.445114,-0.719614,'2'
0.423596,1.013945,1.602776,0.424189,0.119929,'1'
-1.180473,-1.301508,-0.93083,-0.495905,-1.078793,'2'
-0.914261,-1.539509,-0.847245,-0.20239,-0.439967,'1'
-0.352972,-1.190406,-0.68629,-0.267607,1.69182,'2'
-0.533653,-0.767077,-0.59735,1.034782,-1.202321,'2'
-1.027638,-1.320469,-0.070652,1.261979,-0.036477,'2'
0.491237,1.178207,1.098085,0.491588,-0.45878,'1'
-0.761601,-1.366303,-0.424586,0.01404,-0.210248,'2'
0.782759,0.814872,0.759574,1.051014,-0.740345,'1'
-0.032484,0.52294,-1.294456,-0.998798,-0.578941,'1'
0.614054,1.026843,0.973908,0.254524,0.145478,'1'
0.827577,1.1748,-0.983718,-1.494058,0.974962,'1'
0.933676,0.162356,0.605693,1.433728,-0.123874,'1'
-1.836822,-1.135428,-0.526669,0.15353,0.419935,'1'
-0.386419,-0.350503,0.306026,0.436858,0.74889,'2'
0.920023,0.173713,-0.471984,-0.903526,0.062101,'1'
-0.661902,0.107385,-0.066829,-0.725271,1.439781,'2'
-1.337734,-1.168514,-1.336822,-0.806407,-0.309467,'2'
1.396182,0.866047,-0.899726,-1.643422,0.899585,'1'
0.008214,-0.737651,-0.195908,0.437952,0.265296,'2'
-0.194812,-1.096592,-0.961561,-0.271615,0.958857,'2'
0.072468,-0.131248,0.785372,0.373258,-1.558984,'2'
1.420803,1.405516,0.986093,0.624348,-1.036631,'2'
-0.045575,0.717639,0.001108,-1.296133,-0.034305,'1'
0.217096,0.806807,-0.514969,-1.145319,-1.663455,'1'
-0.919608,-1.687823,-1.100349,-0.925223,1.213967,'2'
-2.255381,-1.682094,-0.813744,-1.137943,-0.96887,'1'
-0.234235,-1.294579,-0.980566,1.15225,0.79675,'2'
0.413588,0.752036,-0.751286,-1.640059,1.412648,'1'
-1.082648,-1.081753,-0.281092,-1.400282,1.188873,'1'
0.387971,0.273476,0.103796,0.748753,0.066285,'1'
1.949547,1.521666,-0.508492,-0.962195,0.89709,'2'
-1.143813,-1.607552,-0.59132,1.282366,-0.201383,'2'
-0.593017,-0.801531,-0.10379,1.049122,0.70472,'2'
1.561927,0.963292,-0.866744,-0.438395,1.542048,'2'
-0.302681,-1.067068,-0.860291,-1.201403,-1.444209,'2'
-0.796517,-1.309947,-0.37008,-1.715253,1.207111,'1'
-0.480701,-0.735066,-0.214431,-0.030999,-1.475298,'2'
0.958102,-0.020961,-0.477719,-1.160379,1.145198,'1'
0.568766,0.042337,-1.186468,-1.709339,-0.508021,'1'
-0.380625,-0.515344,0.499424,-0.244241,-1.001427,'2'
-0.26088,0.121326,-0.062805,-1.115775,-0.045914,'1'
-0.025742,0.250001,0.469279,0.872111,-0.061074,'2'
-0.177426,-0.957076,-0.346795,0.372869,1.434926,'2'
1.506371,1.27343,-0.791989,-0.555109,0.391064,'2'
-0.0294,-0.174576,1.073347,1.449547,-1.183887,'2'
-0.758022,-0.010535,-0.331514,-0.362813,0.411883,'2'
-1.293233,-1.427741,-1.114496,0.394139,-0.228999,'2'
0.633698,1.399304,0.936428,-0.106162,0.077042,'1'
0.145595,0.284325,0.991415,1.306119,0.456728,'1'
1.408622,1.570662,-1.615063,-1.696792,-1.615933,'2'
1.127399,0.892591,1.282571,1.194308,-0.821584,'1'
-0.732351,-0.346311,-0.971833,-1.272682,1.181724,'2'
1.007008,1.10108,1.384884,1.196362,-1.350685,'1'
-0.08002,0.257156,1.414919,1.580734,0.678937,'2'
0.445952,0.801906,0.918666,0.381075,0.665476,'1'
0.577946,1.120291,-0.489827,-0.858519,-0.896307,'1'
0.869641,0.748793,-0.685954,-1.022514,-1.093402,'1'
-0.550539,-0.087878,-0.527567,-1.364309,-0.303472,'2'
-1.118795,-1.647294,-1.231081,-1.413679,-1.470663,'1'
-1.285168,-1.487687,-1.190843,0.727064,0.563942,'2'
1.214105,1.416456,1.388503,0.723584,-1.52608,'1'
-0.746589,-0.461516,0.08853,0.978114,0.991808,'2'
1.321715,1.114227,1.343216,1.000546,0.629459,'1'
0.252999,0.280836,0.69525,1.052254,-0.537281,'1'
0.44698,-0.260396,-0.268655,0.086733,0.776573,'2'
-0.486217,-0.869396,-0.287791,1.206378,-0.531783,'2'
-1.167867,-1.560435,-1.39249,0.884768,0.969943,'2'
0.408045,1.305945,1.429348,0.750661,0.083598,'1'
0.787059,0.762274,1.932911,1.120584,0.500236,'1'
0.832558,-0.111477,-0.729424,-1.048086,0.726659,'1'
-1.266541,-1.06704,-0.884796,0.707214,-1.348798,'2'
0.902713,0.252867,1.027665,1.200429,0.254175,'1'
-1.452129,-1.071458,-0.750736,-0.064407,-1.389015,'2'
-1.103421,-0.360609,-0.736116,-1.570466,0.298537,'2'
0.75997,0.423523,-0.27643,-0.797814,-1.667624,'1'
-0.805938,-0.58068,-0.154455,1.370933,1.680398,'2'
-0.622135,0.027537,-0.135436,0.451665,0.973422,'2'
-0.060204,0.244111,-0.1419,-1.299885,-1.335044,'1'
-0.108196,0.307982,0.164588,-0.404997,-0.886316,'1'
1.030684,1.505228,-1.354914,-1.640174,0.139293,'1'
0.413108,0.47853,1.019376,0.303675,-1.327682,'1'
0.424875,0.821466,1.33769,-0.461233,0.859364,'1'
0.217664,1.124075,3.056387,1.498455,0.211776,'1'
0.580975,1.368393,0.237741,-0.512603,0.235594,'1'
1.226161,1.19421,-0.164942,-1.135686,0.707116,'1'
-1.04994,-0.314073,0.531451,1.610384,-0.451729,'2'
1.21717,0.819682,0.80251,0.839667,-1.457917,'1'
0.884249,1.549492,0.751569,-0.408872,0.457663,'1'
-1.767404,-1.274059,-1.089614,-1.681581,0.492111,'1'
-0.580225,-0.000452,0.16967,-0.098013,-0.827351,'2'
1.526486,0.859181,0.323319,0.130119,1.322435,'1'
1.778832,1.613781,-0.649054,-1.122497,-1.055115,'2'
2.363123,1.688326,1.724949,1.00711,1.052413,'2'
0.27717,0.434313,1.49822,1.814195,0.450421,'1'
1.991438,1.367058,1.664778,1.086289,-1.353408,'2'
-0.77953,-0.46395,0.07986,1.296689,1.353311,'2'
0.651722,1.015153,1.215606,0.652086,-0.67908,'1'
-0.689932,-0.942941,-0.003306,-0.889004,-0.395786,'2'
