@relation aux
@attribute Age numeric
@attribute Civil numeric
@attribute Can.US numeric
@attribute class {'1','2'}
@data
43.394444,25.266422,14.206014,'2'
17.215844,17.640818,10.460596,'2'
39.212077,13.288245,13.442788,'2'
40.715623,20.502749,4.582121,'2'
52.326252,18.838239,5.106472,'2'
23.293242,18.935717,5.509807,'1'
28.519258,16.096048,13.401652,'1'
61.975059,23.195082,13.776259,'2'
44.394241,25.682785,7.893578,'1'
43.243469,18.328489,12.563197,'2'
39.365828,20.304451,5.292788,'2'
48.406523,13.913013,6.589713,'1'
54.634202,20.435876,12.357006,'2'
36.522161,26.925434,8.735524,'1'
55.957455,24.91678,6.625211,'1'
64.109683,22.42771,6.752813,'2'
47.507213,21.608776,11.909801,'1'
60.39858,9.783596,9.758818,'2'
64.31255,18.710859,14.557022,'2'
47.41482,18.385581,8.299779,'2'
56.44612,16.118454,12.347647,'1'
82.12199,22.061165,13.118482,'1'
38.7885,22.238799,10.093127,'2'
72.18863,14.126025,14.713053,'2'
37.70818,12.235652,7.820933,'1'
53.5532,20.256182,10.055105,'2'
65.13711,28.645402,13.378971,'2'
53.03445,26.586331,16.421119,'2'
36.8708,22.136208,4.342042,'2'
59.00584,26.860075,9.335758,'2'
57.40429,19.796997,9.789045,'2'
58.26766,9.38932,10.554342,'2'
37.36888,20.15233,13.090059,'1'
33.64286,13.737086,9.085999,'2'
57.58443,34.246469,13.149632,'1'
49.36988,20.438192,4.366746,'2'
26.60781,3.304825,9.332782,'1'
39.13576,4.410341,9.979156,'2'
56.58813,0.033627,12.431443,'1'
22.71495,15.053285,6.962029,'2'
72.01945,18.244503,12.795613,'1'
55.09303,18.24029,10.807555,'1'
40.4344,15.852483,9.039247,'2'
39.47132,13.179924,8.206098,'1'
56.97327,2.213729,12.060542,'2'
73.59171,19.029592,14.631794,'1'
53.42725,19.764231,9.301208,'1'
57.73882,24.326973,5.179887,'2'
31.27193,17.183513,13.953832,'2'
52.0585,25.095987,12.020232,'2'
36.06383,29.076354,8.447875,'2'
20.94208,13.516679,8.350689,'1'
58.52223,5.572546,-0.198571,'1'
57.45603,15.965171,10.067832,'2'
68.67816,13.322753,11.173697,'1'
66.86017,21.102527,5.117969,'1'
37.49043,22.356733,19.043694,'2'
51.92139,26.058707,8.400365,'2'
64.56905,14.427736,12.468515,'1'
38.54049,18.607198,8.7602,'2'
32.70213,25.805397,5.956098,'2'
25.99852,13.633255,14.332349,'2'
30.20206,18.744408,2.598903,'1'
44.88823,33.233419,11.440291,'2'
57.06109,17.350516,13.773524,'2'
15.86054,24.74145,10.253713,'1'
14.59378,19.606582,13.508321,'1'
24.97145,27.16306,8.796217,'2'
54.75207,19.965172,12.34767,'2'
40.63655,21.438715,6.075578,'2'
33.47988,24.747309,8.702077,'2'
36.84898,24.451818,15.743256,'1'
68.45495,23.698838,11.70078,'1'
43.99802,14.741875,9.813144,'2'
48.33349,18.296032,4.014252,'2'
73.46975,16.451233,0.063626,'1'
61.18388,25.490215,13.719894,'1'
42.74048,13.944484,16.735732,'2'
69.81591,9.191799,8.071391,'1'
35.02095,10.4272,4.162089,'1'
54.96703,27.870696,14.199501,'2'
17.03166,17.764952,13.457103,'2'
35.15934,10.339047,15.783033,'2'
29.86491,17.612745,6.542536,'1'
42.79072,13.757435,12.76602,'1'
39.19161,25.278125,14.176529,'2'
67.73278,9.137966,12.63402,'2'
26.82306,18.979148,7.379027,'2'
39.63947,25.514183,7.202769,'2'
10.62196,10.855212,15.374572,'2'
35.26001,13.273672,12.506094,'2'
14.71085,15.622557,6.427325,'1'
30.57894,11.933507,15.811515,'1'
21.75969,24.994304,10.265723,'2'
63.78023,30.097235,7.823214,'2'
29.49357,22.671008,19.52048,'1'
59.30752,23.122277,14.869448,'1'
47.95069,18.56074,9.493977,'2'
53.60632,23.383557,7.122896,'1'
64.2977,21.679677,23.607478,'1'
21.9379,10.068401,4.485049,'2'
41.47729,25.851733,5.045279,'2'
22.07041,25.864494,6.952102,'1'
45.2888,28.256272,14.395323,'2'
33.41504,28.467498,11.32284,'2'
35.20143,15.798075,8.108137,'1'
25.13427,24.758504,16.836195,'2'
33.66937,15.672263,7.693838,'1'
18.19288,22.552004,12.168058,'2'
23.23419,17.09841,6.87422,'2'
26.11372,19.21571,12.709115,'1'
37.271914,12.355196,10.343516,'1'
48.833675,20.179071,14.998396,'2'
45.178605,23.722278,11.215416,'2'
30.879824,18.360295,7.230971,'2'
31.883632,11.048569,0.106179,'2'
20.031321,14.665571,4.75855,'1'
28.516034,6.67067,12.382936,'1'
7.849356,16.575231,7.099829,'2'
48.635137,18.86398,8.713603,'1'
35.058208,7.472499,11.458139,'2'
52.903297,13.926716,15.564828,'2'
40.187666,24.50923,9.85655,'2'
34.462513,17.324494,13.514628,'1'
45.682097,13.048255,14.50915,'1'
36.776668,28.071103,17.544662,'1'
81.738612,15.159034,11.164096,'1'
32.408897,5.503885,6.758041,'2'
23.927552,19.756329,9.813748,'1'
24.24431,20.976456,14.0232,'1'
37.740391,15.283989,10.508848,'2'
46.471396,24.022468,9.260282,'2'
38.786975,21.597617,11.849264,'2'
32.375234,24.733146,7.436041,'2'
36.402065,9.601467,1.024006,'1'
2.781559,27.342671,8.664592,'1'
53.389737,29.7901,7.397084,'2'
51.508204,23.144729,10.651702,'1'
19.73633,25.375996,12.412215,'2'
32.048398,18.141338,18.387271,'2'
42.330821,13.811913,10.011058,'1'
26.181562,8.322321,10.270813,'2'
33.106243,24.344263,3.519542,'2'
17.166777,12.561704,7.154339,'1'
41.136183,21.496613,6.437047,'2'
22.617797,14.00273,2.289697,'2'
10.453229,25.00543,6.968811,'2'
14.359596,14.137373,8.805084,'1'
47.207012,21.846175,9.8631,'2'
36.421533,12.591415,9.547345,'2'
40.273931,11.574193,1.898186,'1'
50.434807,31.77961,10.554735,'2'
57.012696,14.810329,5.437193,'2'
20.729114,-6.551535,10.343731,'1'
25.254243,9.619071,6.215144,'2'
19.220494,31.119313,8.978492,'2'
37.180585,16.692131,9.894955,'2'
29.661322,29.022392,11.509291,'2'
28.989369,10.845743,9.910324,'2'
26.342052,22.865827,6.389575,'2'
17.421113,21.342701,4.898223,'1'
15.141715,15.792802,5.798444,'2'
31.327845,15.040897,0.82083,'2'
15.612039,24.40004,15.850666,'2'
20.718445,17.011343,10.46247,'1'
30.781251,14.905357,9.783577,'2'
26.288553,17.112599,9.942269,'2'
55.244312,32.470686,4.624202,'2'
32.523192,15.495526,9.259121,'1'
41.937184,17.477839,10.996501,'1'
14.778219,26.812397,10.853618,'1'
81.143751,10.450827,4.107457,'2'
16.99602,15.589906,14.677636,'2'
44.010807,18.369352,7.786181,'2'
48.068279,17.554233,1.852222,'1'
65.168531,14.108963,4.604181,'2'
8.230096,19.555951,6.577678,'1'
53.264162,19.588913,4.900669,'2'
43.343457,21.70747,-1.10768,'2'
26.872634,7.522986,3.388838,'2'
8.008613,18.52744,6.463531,'1'
41.131608,13.973369,7.421838,'2'
56.196323,19.037359,7.433252,'2'
46.34432,19.75826,6.595304,'1'
20.495674,6.606379,13.499728,'2'
12.6059,21.032517,3.828799,'1'
23.40176,14.796369,5.652578,'2'
28.406811,28.162726,10.034409,'2'
32.234472,20.514183,9.324441,'2'
27.53619,15.781687,10.010704,'2'
33.795622,19.325039,5.725131,'1'
20.401026,15.484136,1.765707,'1'
13.52761,11.205113,7.319614,'1'
48.705918,30.597572,7.007359,'2'
21.729074,17.123554,6.809877,'2'
30.316624,19.014392,12.682716,'1'
23.143805,19.886002,14.478161,'1'
28.552691,17.055043,15.053004,'1'
28.857855,17.737749,15.577062,'1'
23.05872,17.502759,5.832725,'1'
24.321958,25.347351,11.824276,'1'
50.760444,23.973703,21.560941,'1'
31.68107,11.848732,14.205821,'2'
38.549963,15.482329,8.321126,'1'
40.878665,25.320995,12.895557,'1'
21.227552,18.19259,15.04966,'1'
47.981402,19.835974,4.244095,'1'
20.534597,18.82023,15.156358,'1'
18.13491,10.038235,11.50956,'1'
38.805142,10.549171,11.522181,'1'
24.293428,11.449931,15.89608,'2'
21.756119,21.631005,16.071068,'1'
46.558183,22.967455,14.298348,'1'
40.518734,12.872973,17.759177,'2'
40.291096,13.832619,8.000045,'2'
15.369621,15.334091,20.003747,'2'
50.749284,36.496007,13.505288,'2'
21.479978,25.571902,23.073046,'1'
28.77201,12.208064,15.949062,'1'
37.992419,20.847299,13.214513,'1'
48.35754,16.942116,16.806236,'2'
36.907837,11.025611,15.890804,'1'
29.617061,4.260893,12.859119,'1'
24.90292,25.319178,12.806143,'2'
6.252184,15.664006,15.26298,'1'
43.747596,14.539309,8.12045,'1'
62.957054,23.078198,10.03103,'1'
32.692446,24.342431,14.672925,'2'
43.176147,23.694367,16.468207,'1'
69.943628,23.341769,9.175215,'1'
11.79551,25.946271,5.75131,'1'
57.309865,18.769029,13.991402,'1'
62.088476,19.291739,6.76986,'1'
80.077646,19.041198,15.561973,'1'
24.729346,21.632916,15.814632,'1'
46.947745,18.964122,14.458243,'1'
47.993623,14.692909,21.830163,'1'
46.916394,10.871288,11.975587,'1'
36.770863,24.293276,10.623135,'1'
50.362341,24.173824,6.678722,'1'
72.508364,20.007647,23.24216,'1'
46.691856,24.385696,10.186821,'1'
34.329871,25.888281,11.078251,'1'
60.092787,22.69608,16.399653,'2'
18.066905,28.320692,19.410416,'2'
36.098346,25.707341,13.092849,'2'
19.619636,20.306463,11.389328,'2'
31.575907,24.852094,7.130406,'1'
33.398342,24.405557,9.096021,'1'
42.503126,18.440356,9.648396,'1'
27.601011,16.260844,10.71769,'2'
31.184786,27.675174,14.113613,'2'
9.907924,19.122332,11.377942,'1'
21.438857,21.105285,15.635361,'2'
45.162948,16.416593,14.196676,'2'
43.561976,10.625169,10.888432,'2'
53.100296,7.163495,17.139858,'1'
47.005648,15.085602,14.060357,'2'
14.849125,18.178846,7.602255,'2'
24.444623,14.996108,12.642118,'2'
23.210208,23.226779,8.095509,'1'
51.004725,22.635624,4.38777,'2'
32.292777,19.818012,8.630929,'2'
30.1875,8.634728,14.155959,'1'
43.55794,13.824842,14.534912,'1'
26.141448,32.349267,6.193938,'1'
44.374481,13.296671,6.556193,'2'
48.708412,18.425837,13.015749,'1'
22.404937,19.074666,12.47324,'1'
37.749565,22.556296,10.638342,'2'
42.408852,22.945002,7.364225,'1'
49.892642,21.521909,9.938717,'2'
31.554059,17.09141,13.084837,'2'
33.792503,32.813145,16.835688,'2'
26.850183,30.307467,7.264329,'2'
46.870051,12.837726,7.473764,'2'
4.080213,19.219015,12.069004,'2'
51.142455,15.490255,7.904769,'1'
77.678125,28.879414,7.770605,'1'
20.636625,24.316419,10.339823,'1'
42.143627,14.730411,4.811344,'1'
46.47834,15.551891,14.674734,'2'
37.030703,22.512995,8.135019,'1'
35.707447,10.063827,7.429023,'2'
46.437924,20.449286,13.850523,'1'
85.858322,20.623782,7.315509,'1'
50.511928,22.274727,6.838884,'2'
52.22681,25.353452,13.820941,'1'
57.980871,20.854131,13.14621,'2'
57.566546,11.162565,11.590449,'1'
50.894983,26.797868,7.454761,'1'
46.885674,19.974472,13.081607,'2'
28.840216,13.564701,11.254616,'1'
26.116515,13.778621,6.549975,'1'
28.277065,29.069923,9.856071,'2'
26.007535,23.172163,9.120079,'2'
39.472298,20.95634,6.851083,'1'
33.290192,23.259386,3.975237,'2'
15.395624,16.710892,6.299806,'1'
19.803397,12.344583,5.344725,'2'
53.978993,21.401491,3.70582,'2'
28.676788,13.93993,3.366199,'1'
46.576452,28.025206,5.190497,'1'
69.092183,16.84203,7.742592,'2'
47.894652,4.237258,9.133009,'2'
49.480418,27.526577,15.746112,'1'
43.077964,19.534696,6.377133,'2'
8.643756,25.90722,2.630461,'1'
21.826875,13.059668,3.616454,'2'
57.804752,23.545725,1.431843,'1'
16.718029,26.043818,6.644073,'2'
22.761078,22.615349,11.205382,'1'
45.368895,21.944914,8.526349,'1'
48.25427,40.564547,10.360453,'2'
47.33238,31.249938,3.860171,'1'
84.703525,17.194439,4.936998,'1'
60.223531,16.758987,7.540357,'1'
55.691973,13.829559,10.374818,'2'
51.342158,10.758385,8.767295,'1'
36.772588,19.52999,11.279081,'1'
34.465702,2.600282,10.32145,'1'
48.107498,10.345289,5.286764,'2'
76.430567,4.751266,8.918034,'1'
47.017841,6.435701,11.349636,'2'
40.211437,9.431995,10.355085,'1'
44.673874,10.791084,5.531418,'2'
54.367829,13.312465,11.256288,'1'
49.815763,22.736599,14.599678,'1'
46.881953,11.163884,3.240702,'1'
63.63693,11.455894,13.272912,'1'
39.103681,22.357067,10.812261,'1'
65.001092,18.634887,14.82796,'1'
45.015202,0.974568,8.413189,'1'
27.367794,22.477701,8.594026,'2'
48.750773,26.41337,6.519385,'1'
51.140456,14.790747,5.036542,'1'
59.925224,30.281328,12.96035,'1'
54.827582,14.568148,8.597255,'1'
66.832036,11.10746,13.143178,'1'
57.267611,13.51344,10.35707,'1'
63.916617,26.512315,13.04651,'1'
91.01529,16.372061,6.205781,'1'
71.783014,13.086625,9.871548,'1'
47.339579,16.668385,10.998525,'1'
55.944451,13.003054,9.635616,'1'
41.417476,28.432871,10.053573,'1'
79.50669,16.091017,5.222367,'1'
25.40474,-1.332479,11.026121,'1'
25.51068,17.781092,14.487546,'1'
34.16835,18.35343,15.381863,'1'
42.06627,3.7989,10.921659,'1'
56.33179,17.207326,11.320701,'1'
64.17577,22.707736,4.672623,'2'
63.98087,8.980098,14.068875,'1'
49.80639,7.070837,8.886838,'2'
41.29305,8.620027,13.805288,'2'
46.51127,4.737972,6.190601,'1'
39.30127,5.332437,7.919877,'2'
24.12284,23.361139,12.426254,'1'
32.15423,8.235641,13.268862,'2'
54.74988,12.295344,16.816519,'1'
46.05613,18.955627,5.399262,'1'
38.02341,21.05496,16.008406,'2'
30.33356,10.820886,6.325553,'1'
27.56057,15.727948,13.340965,'1'
39.29874,16.90829,6.145492,'2'
27.50531,15.261406,5.595743,'2'
80.0396,24.008048,11.269732,'1'
27.52593,25.755266,13.221741,'1'
53.11073,14.787385,8.404519,'1'
36.11711,18.412659,11.622124,'2'
45.26459,15.837125,6.684416,'1'
44.29299,3.890028,8.952935,'1'
45.60924,-1.090432,13.676153,'2'
19.64701,28.867608,11.107642,'1'
47.72814,14.166063,7.619168,'1'
39.77571,26.590985,7.636194,'1'
25.86439,16.186528,16.567646,'2'
40.42724,23.915186,12.960343,'1'
47.56885,13.624067,11.394157,'1'
38.20156,4.876962,8.20906,'1'
59.35678,8.604712,10.620136,'2'
84.42646,5.537781,9.649232,'1'
43.80116,20.658433,4.656621,'1'
30.69227,17.268557,15.133448,'1'
55.31142,24.960274,20.20534,'2'
28.65584,18.123056,8.150225,'1'
32.22153,9.358349,24.965124,'1'
75.80774,11.024734,11.718487,'1'
30.24669,22.416147,7.383406,'1'
30.489,11.595016,9.704635,'2'
53.62358,17.108696,4.182172,'1'
46.32198,20.238458,11.05083,'1'
38.00453,13.870479,8.69096,'1'
20.20624,22.672665,8.86959,'2'
47.4416,16.461573,11.225526,'1'
68.4897,19.448756,12.265374,'1'
54.27084,21.470372,7.780392,'2'
58.81157,7.878976,14.137342,'1'
45.95021,24.854784,8.44017,'2'
49.82432,6.511613,16.441905,'2'
61.0352,15.802016,10.683384,'1'
41.12933,11.09176,13.102517,'1'
56.47791,17.790883,11.497933,'1'
57.87399,26.87967,11.841538,'1'
84.01062,7.67791,11.525486,'1'
52.27296,16.866282,10.395334,'1'
43.6455,23.678892,13.10352,'1'
49.68896,6.727979,9.308858,'1'
32.30642,25.184073,9.402375,'1'
55.49794,20.168085,10.792817,'1'
37.35072,14.405416,17.31055,'1'
34.84871,19.448015,14.956647,'2'
73.997,20.968776,7.981257,'1'
18.6086,6.625587,13.851268,'1'
91.96176,19.533706,10.960349,'1'
48.03332,17.39569,6.809072,'2'
53.20232,10.940897,10.906475,'2'
25.96213,5.649833,14.775159,'1'
38.67069,6.134217,3.74418,'1'
35.78327,11.526934,6.598072,'2'
34.9384,20.770346,7.823761,'2'
37.44317,15.425502,13.375052,'1'
69.60108,21.074965,4.605309,'2'
52.90733,9.774969,6.460077,'1'
68.69011,7.497454,9.563415,'2'
55.09481,3.864962,9.945585,'1'
67.07683,10.914839,22.025543,'1'
64.60436,19.969418,3.712579,'1'
27.63458,27.850504,2.089751,'1'
66.8052,16.58827,7.368538,'1'
35.29128,13.443504,1.644822,'1'
49.67055,18.558896,3.633789,'1'
55.29035,12.39914,6.822689,'1'
18.28464,19.716937,9.672767,'2'
30.74036,10.434613,14.217034,'1'
48.80313,11.77773,11.870801,'1'
52.77725,20.861346,10.920631,'2'
51.22154,26.226847,8.775374,'2'
77.0692,18.212444,5.154341,'2'
60.733,12.15695,3.905253,'2'
38.08039,19.63335,9.301569,'1'
46.27902,16.4628,5.898183,'1'
57.39433,25.39589,11.212312,'1'
