@relation aux
@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute class {'1','2'}
@data
-0.831583,-0.45738,-0.901364,-0.870093,1.245727,'2'
0.414668,0.422271,-0.050398,0.3653,-1.299299,'1'
0.906841,0.343339,0.919657,0.319652,0.202538,'1'
1.034788,1.400135,-0.639265,-1.563128,0.568863,'1'
0.926576,0.355205,1.109627,0.216638,1.401279,'1'
-0.358834,-0.371769,-0.137265,1.25521,0.380621,'2'
-0.859717,-1.370925,0.772601,-0.628861,-1.651479,'1'
-1.334128,-1.550159,-0.242283,-1.030618,1.501864,'1'
-1.613338,-1.293413,-0.89235,1.350151,-1.243603,'2'
0.872132,0.852999,0.892606,-0.026202,-1.557234,'1'
-0.999476,-0.643128,-0.654026,1.415389,0.378253,'2'
0.110892,0.258695,0.129445,-1.760142,-0.772628,'1'
-1.676672,-1.112929,-0.983042,1.179606,0.563504,'2'
1.189885,1.093041,0.573595,0.302899,1.229074,'1'
1.582986,1.425055,1.05403,1.608147,0.395421,'2'
0.020143,0.42977,-0.880184,-1.282272,-1.668626,'1'
-1.940009,-1.40613,-1.386301,-0.618324,0.884978,'1'
-0.566353,-0.57625,-0.343331,-0.074195,0.213238,'2'
-0.595316,-0.351498,-0.237072,-0.287836,0.096455,'2'
-0.471522,-0.030169,-1.39359,-0.17418,1.120938,'2'
1.404003,1.264426,0.790841,-0.768771,-1.542155,'1'
0.181699,1.270241,-1.714041,0.747967,-0.277133,'1'
-2.069631,-1.245435,-1.665146,0.684445,-1.472169,'2'
0.119068,-0.954003,1.619971,0.596407,1.428245,'2'
1.760959,1.679771,0.008476,0.261843,-0.841041,'2'
0.496544,-0.07745,1.203757,0.935751,-1.177842,'2'
-0.187321,-0.010065,-0.476112,-0.679914,0.460197,'2'
-0.816661,-1.290846,1.232396,1.175859,-0.982187,'2'
-0.850046,-0.843448,-0.49107,0.901182,0.056502,'2'
0.671336,0.390549,0.905621,0.880452,0.093741,'1'
0.486317,1.471266,-1.737826,-1.358184,0.088121,'1'
1.59186,1.120306,0.905941,-0.240132,-1.780193,'1'
0.668382,1.654186,-1.583996,0.068956,0.595392,'1'
-0.451485,0.045782,-0.750509,-0.562099,-0.411786,'2'
-1.300909,-1.469952,-0.001507,-0.103797,-0.328519,'1'
-0.300354,-1.308884,1.48402,-0.996216,0.570484,'2'
-1.049015,-1.499196,0.505313,1.297558,-0.137899,'2'
0.675083,1.294872,-0.937284,0.342881,-0.302075,'1'
1.628258,1.662019,0.039249,-0.24577,-0.794107,'2'
1.779105,1.601982,0.512979,-1.466546,0.454403,'2'
0.597794,-0.001242,1.364072,1.602329,0.713698,'2'
-2.04152,-1.562219,-1.598914,-0.096826,0.096468,'2'
0.621533,-0.292406,1.244409,0.337138,1.166725,'2'
0.437315,0.920943,-0.469425,-1.66953,-1.126073,'1'
-0.967871,-1.176297,0.432423,0.855578,0.618955,'2'
-0.17485,-1.070883,1.561741,0.906547,1.58095,'2'
0.532167,0.311636,0.821731,-1.168916,1.595223,'1'
-1.975826,-1.330049,-1.655502,1.152471,-0.008349,'2'
-0.157594,-0.478231,0.835328,-0.797154,0.486374,'2'
0.791513,1.374492,-1.416932,-0.438291,-0.298653,'1'
0.277108,0.260003,0.410941,1.146216,-0.1249,'2'
-2.089407,-1.382934,-1.483929,-1.300375,-0.150316,'1'
-1.209854,-1.43474,-0.219055,-0.969186,0.365394,'1'
1.237872,0.730132,1.424844,1.231142,-0.125486,'1'
-1.11115,-1.214767,-0.07306,-0.948792,-0.72604,'1'
0.351605,-0.33364,1.443286,-0.095172,0.534067,'2'
0.279631,0.892173,-1.759945,-1.601426,0.828106,'1'
0.525449,-0.099184,1.345669,0.408618,-1.88462,'2'
-2.272626,-1.374853,-1.745827,1.468971,0.651166,'2'
0.497469,-0.286881,0.531235,-1.304638,-1.471726,'1'
-1.374029,-1.474533,-0.397109,-1.18662,0.256981,'1'
0.849582,1.455857,-0.916769,1.194077,0.759817,'1'
0.578211,1.147363,-0.692573,-0.165612,0.909789,'1'
-1.40071,-1.60991,-0.147243,-0.369815,-0.047045,'1'
-1.432803,-1.164127,-1.183233,-0.481903,-1.646012,'1'
1.133765,1.16105,1.139107,1.167563,-1.887731,'1'
0.633751,-0.100596,1.459475,-1.450021,1.533432,'2'
0.69351,1.74482,-1.60142,-0.532446,0.599216,'1'
1.159189,0.774983,0.872343,0.783288,0.537918,'1'
-1.767889,-1.589696,-0.878872,0.90189,-1.024987,'2'
1.183014,0.732393,1.224137,0.343966,-0.562523,'1'
-0.680174,-0.402487,-0.313838,-0.924175,-0.198011,'2'
0.076066,0.195313,-0.117995,-1.102685,-0.014351,'1'
-0.485701,-1.314724,0.577366,1.452604,-0.971887,'2'
-0.063489,0.307892,-0.457312,0.325688,1.186848,'2'
1.173086,0.697405,1.501546,0.860224,-1.811617,'1'
-1.002086,-0.357806,-1.546508,0.428118,1.381041,'2'
1.577526,1.030662,1.143515,-1.428322,-0.010858,'1'
0.160126,-0.274588,1.157787,0.381485,-0.643357,'2'
0.597526,0.186771,0.642054,-0.988328,-0.242039,'1'
1.33715,1.393278,-0.084643,-0.057016,0.448935,'1'
1.979747,1.685772,1.348134,0.655357,0.141988,'2'
-0.503822,-0.736485,0.413719,-0.926158,0.879548,'2'
0.463553,0.914182,-0.191498,-0.945356,-0.663311,'1'
1.361628,1.48624,-0.38095,-0.581328,0.711053,'1'
-1.079882,-1.547204,0.294768,-1.43946,0.245746,'1'
-1.390811,-1.560969,-0.232806,-0.152321,0.652696,'1'
-0.523178,-0.199879,-0.888374,0.902291,-0.261918,'2'
1.825709,1.426378,1.244102,-1.767567,1.058517,'2'
-0.714035,-0.773173,-0.558343,1.153045,1.452572,'2'
-0.442582,-0.900305,0.97097,-0.028296,-0.646952,'2'
0.880766,0.623269,1.060321,1.089638,-1.178763,'1'
0.494814,0.026372,1.187341,-1.666077,1.614631,'2'
-0.13392,-0.647665,0.836842,0.71169,-1.140347,'2'
0.281075,0.010403,0.380988,0.340136,1.526248,'2'
-1.096168,-1.043886,-0.169865,1.638412,-0.718857,'2'
0.822201,1.557119,-1.076945,-0.92696,-0.813392,'1'
-0.62938,-0.126243,-0.698916,-0.312916,1.47453,'2'
0.452977,1.17515,-1.734101,1.580505,0.034922,'1'
0.497496,0.554753,0.264293,1.58869,0.057815,'1'
0.172359,-0.157298,0.291883,-0.40881,-0.462606,'2'
-0.379415,0.512453,-1.304828,-1.168424,-1.795806,'1'
0.798675,0.174969,1.335743,1.135245,-0.788116,'1'
-0.786246,-0.711308,-0.563436,0.96864,-0.153374,'2'
0.347188,-0.463089,1.362627,0.769543,1.366537,'2'
-0.816431,-1.207878,0.116737,1.386767,0.364732,'2'
-0.566976,-0.790638,-0.045793,1.541785,1.607946,'2'
-0.358634,-0.914501,0.899683,0.819377,1.447844,'2'
0.720738,0.131816,1.485227,0.183881,0.57239,'2'
-0.557982,-1.093897,0.876431,-1.389036,1.530681,'2'
-0.724392,-1.488704,1.368574,1.446311,-1.068031,'2'
-0.825021,-1.658152,1.610787,-1.033657,0.859274,'1'
-0.186096,-0.674183,1.031881,-1.052894,0.582087,'2'
2.009735,1.562386,1.613144,1.52561,-1.368175,'2'
-0.85443,-1.011916,0.66523,-1.403998,0.907241,'1'
1.583821,1.052759,1.369599,1.256634,0.134352,'2'
-1.581017,-1.282675,-0.825019,-1.011954,0.310913,'1'
-0.628055,0.142777,-1.534942,-1.590584,1.188027,'2'
-0.408518,0.535039,-1.283584,0.860237,-1.005348,'2'
-0.029767,0.35788,-0.6647,0.813226,-0.872734,'1'
-1.060029,-0.096729,-1.723387,-0.826477,-0.277578,'2'
0.959155,1.194824,-0.369654,-1.143248,0.226156,'1'
0.527279,0.983322,-0.560547,-1.317065,1.215895,'1'
-0.613949,-0.743843,-0.725432,0.777209,-0.456697,'2'
1.057994,1.515861,-0.896805,0.150989,-0.00068,'1'
1.409748,1.056976,1.064503,0.899395,0.336173,'1'
0.878387,0.606026,0.690631,0.666943,-1.089845,'1'
-0.949647,-0.583495,-1.124743,-0.072092,-1.635786,'2'
-0.292323,-0.116266,-0.370954,0.655199,1.114408,'2'
-1.028809,-0.729184,-0.991531,-0.362043,-1.203924,'2'
-0.463197,-0.456509,0.057695,1.178813,-1.226589,'2'
0.102678,-0.024721,-0.15281,1.140961,-0.551444,'2'
-1.592571,-1.449704,-0.184174,0.89739,0.038406,'1'
-0.850081,-0.519178,-0.827328,-0.536715,-1.002694,'2'
0.162795,0.657968,-0.896456,-0.726087,0.307037,'1'
1.849224,1.782225,0.66982,0.272968,0.426651,'2'
0.896331,0.876741,0.370654,0.447991,-1.457949,'1'
-0.652922,0.056508,-1.51436,-1.097879,-0.345754,'2'
0.353315,0.115849,0.219833,-0.493156,-1.193053,'1'
-0.534593,-1.277492,1.368569,1.313525,1.164819,'2'
0.758768,0.925878,-0.244468,-1.754155,0.719856,'1'
-0.796803,-1.460792,0.708899,-1.053032,-0.241882,'1'
1.970898,1.101075,1.295684,0.405571,0.288439,'2'
-1.418255,-0.481753,-1.730377,0.58902,-0.927018,'2'
-1.944371,-1.442022,-1.013099,0.344571,0.337656,'2'
-0.496565,0.227496,-1.146563,-0.619051,0.172497,'2'
